,Unnamed: 0,product,technology_origin,region,switch_type,technology_destination,year,tco,lcox,switch_capex,salvage_value,marginal cost,delta_co2_scope1,delta_co2_scope2,delta_co2_scope3_upstream,delta_co2_scope3_downstream,tco_normalized,sum_emissions_delta,sum_emissions_delta_normalized,greenfield_bau_score,greenfield_bau_score_binned,greenfield_bau_ranking
28296,28296,Ammonia,New-build,Africa,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2030,298.34127503578566,601.7573448,2110.0,0.0,0.0,-0.08415,0.0,-0.24273,0.0,0.802270168665069,0.6731199999999999,0.06770179133573517,0.802270168665069,9,3604.0
28303,28303,Ammonia,New-build,China,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2030,238.70359343578568,480.5822071,2110.0,0.0,0.0,-0.08415,0.0,-0.37665,0.0,0.8729059054084147,0.5392,0.09543864857900997,0.8729059054084147,10,1861.0
28310,28310,Ammonia,New-build,Europe,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2030,232.6768519357857,468.3367407,2110.0,0.0,0.0,-0.08415,0.0,-0.31806,0.0,0.8800440656217754,0.59779,0.08330377353507734,0.8800440656217754,10,1736.0
28317,28317,Ammonia,New-build,India,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2030,256.2159038357857,516.1646873,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.8521640704813145,0.5754699999999999,0.08792658307562307,0.8521640704813145,9,2420.0
28324,28324,Ammonia,New-build,Latin America,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2030,250.95041753578568,505.4659813,2110.0,0.0,0.0,-0.08415,0.0,-0.15903,0.0,0.8584005889732154,0.75682,0.050366255558688455,0.8584005889732154,9,2255.0
28331,28331,Ammonia,New-build,Middle East,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2030,187.82221323578568,377.1986066,2110.0,0.0,0.0,-0.08415,0.0,-0.14787,0.0,0.9331705515268058,0.76798,0.04805485078841565,0.9331705515268058,10,685.0
28338,28338,Ammonia,New-build,North America,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2030,177.17385143578568,355.5626766,2110.0,0.0,0.0,-0.08415,0.0,-0.42687,0.0,0.9457826259849903,0.48897999999999997,0.10583997004523804,0.9457826259849903,10,503.0
28345,28345,Ammonia,New-build,Oceania,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2030,183.4625953357857,368.3404939,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.938334146321644,0.5754699999999999,0.08792658307562307,0.938334146321644,10,572.0
28352,28352,Ammonia,New-build,Rest of Asia,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2030,233.4633341357857,469.9347586,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.8791125446749162,0.5754699999999999,0.08792658307562307,0.8791125446749162,10,1757.0
28359,28359,Ammonia,New-build,Russia,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2030,186.27003303578567,374.044801,2110.0,0.0,0.0,-0.08415,0.0,-0.32364,0.0,0.935008976312008,0.59221,0.08445947592021374,0.935008976312008,10,630.0
28366,28366,Ammonia,New-build,Africa,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2031,298.16660933578567,601.4024494,2110.0,0.0,0.0,-0.08415,0.0,-0.24273,0.0,0.8024770452583954,0.6731199999999999,0.06770179133573517,0.8024770452583954,9,3599.0
28373,28373,Ammonia,New-build,China,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2031,238.33325573578568,479.8297345,2110.0,0.0,0.0,-0.08415,0.0,-0.37665,0.0,0.8733445387620515,0.5392,0.09543864857900997,0.8733445387620515,10,1851.0
28380,28380,Ammonia,New-build,Europe,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2031,232.41379033578568,467.8022375,2110.0,0.0,0.0,-0.08415,0.0,-0.31806,0.0,0.8803556396036333,0.59779,0.08330377353507734,0.8803556396036333,10,1728.0
28387,28387,Ammonia,New-build,India,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2031,256.0412381357857,515.8097918,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.852370947074641,0.5754699999999999,0.08792658307562307,0.852370947074641,9,2413.0
28394,28394,Ammonia,New-build,Latin America,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2031,250.77575183578568,505.1110858,2110.0,0.0,0.0,-0.08415,0.0,-0.15903,0.0,0.8586074655665418,0.75682,0.050366255558688455,0.8586074655665418,9,2249.0
28401,28401,Ammonia,New-build,Middle East,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2031,187.97565753578567,377.5103832,2110.0,0.0,0.0,-0.08415,0.0,-0.14787,0.0,0.9329888098680293,0.76798,0.04805485078841565,0.9329888098680293,10,690.0
28408,28408,Ammonia,New-build,North America,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2031,177.38205093578568,355.9857078,2110.0,0.0,0.0,-0.08415,0.0,-0.42687,0.0,0.9455360314716299,0.48897999999999997,0.10583997004523804,0.9455360314716299,10,505.0
28415,28415,Ammonia,New-build,Oceania,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2031,183.61603963578568,368.6522706,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.9381524046628675,0.5754699999999999,0.08792658307562307,0.9381524046628675,10,573.0
28422,28422,Ammonia,New-build,Rest of Asia,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2031,233.2119074357857,469.423896,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.8794103381121353,0.5754699999999999,0.08792658307562307,0.8794103381121353,10,1749.0
28429,28429,Ammonia,New-build,Russia,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2031,186.4048324357857,374.3186939,2110.0,0.0,0.0,-0.08415,0.0,-0.32364,0.0,0.9348493179437396,0.59221,0.08445947592021374,0.9348493179437396,10,632.0
28436,28436,Ammonia,New-build,Africa,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2032,297.99630653578566,601.0564187,2110.0,0.0,0.0,-0.08415,0.0,-0.24273,0.0,0.8026787543695599,0.6731199999999999,0.06770179133573517,0.8026787543695599,9,3597.0
28443,28443,Ammonia,New-build,China,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2032,237.97945673578567,479.1108662,2110.0,0.0,0.0,-0.08415,0.0,-0.37665,0.0,0.8737635834390677,0.5392,0.09543864857900997,0.8737635834390677,9,1848.0
28450,28450,Ammonia,New-build,Europe,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2032,232.13941273578567,467.2447419,2110.0,0.0,0.0,-0.08415,0.0,-0.31806,0.0,0.8806806164203356,0.59779,0.08330377353507734,0.8806806164203356,10,1717.0
28457,28457,Ammonia,New-build,India,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2032,255.87093533578567,515.4637612,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.8525726561858056,0.5754699999999999,0.08792658307562307,0.8525726561858056,9,2405.0
28464,28464,Ammonia,New-build,Latin America,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2032,250.60544903578568,504.7650552,2110.0,0.0,0.0,-0.08415,0.0,-0.15903,0.0,0.8588091746777065,0.75682,0.050366255558688455,0.8588091746777065,9,2241.0
28471,28471,Ammonia,New-build,Middle East,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2032,188.12346103578568,377.8106986,2110.0,0.0,0.0,-0.08415,0.0,-0.14787,0.0,0.9328137492547451,0.76798,0.04805485078841565,0.9328137492547451,10,694.0
28478,28478,Ammonia,New-build,North America,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2032,177.57864183578567,356.3851522,2110.0,0.0,0.0,-0.08415,0.0,-0.42687,0.0,0.945303186352806,0.48897999999999997,0.10583997004523804,0.945303186352806,10,508.0
28485,28485,Ammonia,New-build,Oceania,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2032,183.7638431357857,368.952586,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.9379773440495833,0.5754699999999999,0.08792658307562307,0.9379773440495833,10,574.0
28492,28492,Ammonia,New-build,Rest of Asia,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2032,232.96572863578567,468.9236963,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.8797019158603319,0.5754699999999999,0.08792658307562307,0.8797019158603319,10,1744.0
28499,28499,Ammonia,New-build,Russia,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2032,186.5325157357857,374.578128,2110.0,0.0,0.0,-0.08415,0.0,-0.32364,0.0,0.9346980879877227,0.59221,0.08445947592021374,0.9346980879877227,10,637.0
28506,28506,Ammonia,New-build,Africa,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2033,297.8306284357857,600.7197849,2110.0,0.0,0.0,-0.08415,0.0,-0.24273,0.0,0.8028749859188383,0.6731199999999999,0.06770179133573517,0.8028749859188383,9,3591.0
28513,28513,Ammonia,New-build,China,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2033,237.64318883578568,478.4276184,2110.0,0.0,0.0,-0.08415,0.0,-0.37665,0.0,0.8741618640264813,0.5392,0.09543864857900997,0.8741618640264813,9,1842.0
28520,28520,Ammonia,New-build,Europe,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2033,231.85304013578568,466.6628743,2110.0,0.0,0.0,-0.08415,0.0,-0.31806,0.0,0.8810198002893495,0.59779,0.08330377353507734,0.8810198002893495,10,1709.0
28527,28527,Ammonia,New-build,India,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2033,255.70525723578567,515.1271274,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.852768887735084,0.5754699999999999,0.08792658307562307,0.852768887735084,9,2400.0
28534,28534,Ammonia,New-build,Latin America,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2033,250.43977103578567,504.4284214,2110.0,0.0,0.0,-0.08415,0.0,-0.15903,0.0,0.8590054061085434,0.75682,0.050366255558688455,0.8590054061085434,9,2237.0
28541,28541,Ammonia,New-build,Middle East,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2033,188.26528543578567,378.0988651,2110.0,0.0,0.0,-0.08415,0.0,-0.14787,0.0,0.9326457703743893,0.76798,0.04805485078841565,0.9326457703743893,10,697.0
28548,28548,Ammonia,New-build,North America,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2033,177.76292783578566,356.7595946,2110.0,0.0,0.0,-0.08415,0.0,-0.42687,0.0,0.9450849153363571,0.48897999999999997,0.10583997004523804,0.9450849153363571,10,512.0
28555,28555,Ammonia,New-build,Oceania,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2033,183.9056674357857,369.2407525,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.937809365287669,0.5754699999999999,0.08792658307562307,0.937809365287669,10,576.0
28562,28562,Ammonia,New-build,Rest of Asia,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2033,232.72511253578568,468.4347992,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.8799869050658111,0.5754699999999999,0.08792658307562307,0.8799869050658111,10,1740.0
28569,28569,Ammonia,New-build,Russia,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2033,186.6526561357857,374.8222358,2110.0,0.0,0.0,-0.08415,0.0,-0.32364,0.0,0.9345557919520794,0.59221,0.08445947592021374,0.9345557919520794,10,641.0
28576,28576,Ammonia,New-build,Africa,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2034,297.66985253578565,600.3931116,2110.0,0.0,0.0,-0.08415,0.0,-0.24273,0.0,0.8030654112311978,0.6731199999999999,0.06770179133573517,0.8030654112311978,9,3587.0
28583,28583,Ammonia,New-build,China,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2034,237.32550373578567,477.7821283,2110.0,0.0,0.0,-0.08415,0.0,-0.37665,0.0,0.8745381348755292,0.5392,0.09543864857900997,0.8745381348755292,9,1836.0
28590,28590,Ammonia,New-build,Europe,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2034,231.55395293578567,466.0551724,2110.0,0.0,0.0,-0.08415,0.0,-0.31806,0.0,0.8813740435153723,0.59779,0.08330377353507734,0.8813740435153723,10,1699.0
28597,28597,Ammonia,New-build,India,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2034,255.5444813357857,514.8004541,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.8529593130474434,0.5754699999999999,0.08792658307562307,0.8529593130474434,9,2395.0
28604,28604,Ammonia,New-build,Latin America,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2034,250.2789951357857,504.1017481,2110.0,0.0,0.0,-0.08415,0.0,-0.15903,0.0,0.8591958314209027,0.75682,0.050366255558688455,0.8591958314209027,9,2232.0
28611,28611,Ammonia,New-build,Middle East,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2034,188.40077173578567,378.3741537,2110.0,0.0,0.0,-0.08415,0.0,-0.14787,0.0,0.932485298431779,0.76798,0.04805485078841565,0.932485298431779,10,703.0
28618,28618,Ammonia,New-build,North America,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2034,177.93417053578568,357.1075349,2110.0,0.0,0.0,-0.08415,0.0,-0.42687,0.0,0.9448820929939739,0.48897999999999997,0.10583997004523804,0.9448820929939739,10,514.0
28625,28625,Ammonia,New-build,Oceania,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2034,184.04115383578568,369.5160411,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.9376488932266172,0.5754699999999999,0.08792658307562307,0.9376488932266172,10,578.0
28632,28632,Ammonia,New-build,Rest of Asia,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2034,232.49039293578568,467.957883,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.8802649103710024,0.5754699999999999,0.08792658307562307,0.8802649103710024,9,1730.0
28639,28639,Ammonia,New-build,Russia,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2034,186.76480083578568,375.0500977,2110.0,0.0,0.0,-0.08415,0.0,-0.32364,0.0,0.9344229661397098,0.59221,0.08445947592021374,0.9344229661397098,10,645.0
28646,28646,Ammonia,New-build,Africa,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2035,297.51427303578566,600.0769965,2110.0,0.0,0.0,-0.08415,0.0,-0.24273,0.0,0.8032496818518831,0.6731199999999999,0.06770179133573517,0.8032496818518831,9,3585.0
28653,28653,Ammonia,New-build,China,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2035,237.02751653578568,477.1766614,2110.0,0.0,0.0,-0.08415,0.0,-0.37665,0.0,0.8748910752455669,0.5392,0.09543864857900997,0.8748910752455669,9,1834.0
28660,28660,Ammonia,New-build,Europe,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2035,231.24138823578568,465.4200861,2110.0,0.0,0.0,-0.08415,0.0,-0.31806,0.0,0.8817442496882505,0.59779,0.08330377353507734,0.8817442496882505,9,1692.0
28667,28667,Ammonia,New-build,India,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2035,255.38890183578567,514.484339,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.8531435836681287,0.5754699999999999,0.08792658307562307,0.8531435836681287,9,2391.0
28674,28674,Ammonia,New-build,Latin America,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2035,250.12341563578568,503.785633,2110.0,0.0,0.0,-0.08415,0.0,-0.15903,0.0,0.8593801020415881,0.75682,0.050366255558688455,0.8593801020415881,9,2225.0
28681,28681,Ammonia,New-build,Middle East,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2035,188.52953973578568,378.6357917,2110.0,0.0,0.0,-0.08415,0.0,-0.14787,0.0,0.9323327837413191,0.76798,0.04805485078841565,0.9323327837413191,10,708.0
28688,28688,Ammonia,New-build,North America,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2035,178.09158723578568,357.427383,2110.0,0.0,0.0,-0.08415,0.0,-0.42687,0.0,0.9446956463669104,0.48897999999999997,0.10583997004523804,0.9446956463669104,10,517.0
28695,28695,Ammonia,New-build,Oceania,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2035,184.1699218357857,369.7776791,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.9374963785361573,0.5754699999999999,0.08792658307562307,0.9374963785361573,10,580.0
28702,28702,Ammonia,New-build,Rest of Asia,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2035,232.26192363578568,467.4936664,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.880535512730044,0.5754699999999999,0.08792658307562307,0.880535512730044,9,1724.0
28709,28709,Ammonia,New-build,Russia,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2035,186.86847023578568,375.2607389,2110.0,0.0,0.0,-0.08415,0.0,-0.32364,0.0,0.9343001785958234,0.59221,0.08445947592021374,0.9343001785958234,10,650.0
28716,28716,Ammonia,New-build,Africa,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2036,297.36420163578566,599.7720731,2110.0,0.0,0.0,-0.08415,0.0,-0.24273,0.0,0.8034274285988845,0.6731199999999999,0.06770179133573517,0.8034274285988845,9,3582.0
28723,28723,Ammonia,New-build,China,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2036,236.75040903578568,476.613619,2110.0,0.0,0.0,-0.08415,0.0,-0.37665,0.0,0.8752192853955001,0.5392,0.09543864857900997,0.8752192853955001,9,1827.0
28730,28730,Ammonia,New-build,Europe,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2036,230.91453733578567,464.7559724,2110.0,0.0,0.0,-0.08415,0.0,-0.31806,0.0,0.8821313766440161,0.59779,0.08330377353507734,0.8821313766440161,9,1664.0
28737,28737,Ammonia,New-build,India,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2036,255.23883043578567,514.1794156,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.8533213304151301,0.5754699999999999,0.08792658307562307,0.8533213304151301,9,2384.0
28744,28744,Ammonia,New-build,Latin America,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2036,249.97334413578568,503.4807096,2110.0,0.0,0.0,-0.08415,0.0,-0.15903,0.0,0.8595578489070309,0.75682,0.050366255558688455,0.8595578489070309,9,2222.0
28751,28751,Ammonia,New-build,Middle East,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2036,188.6511864357857,378.8829602,2110.0,0.0,0.0,-0.08415,0.0,-0.14787,0.0,0.9321887036220662,0.76798,0.04805485078841565,0.9321887036220662,10,711.0
28758,28758,Ammonia,New-build,North America,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2036,178.23434863578566,357.7174533,2110.0,0.0,0.0,-0.08415,0.0,-0.42687,0.0,0.944526557690138,0.48897999999999997,0.10583997004523804,0.944526557690138,10,519.0
28765,28765,Ammonia,New-build,Oceania,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2036,184.29156853578567,370.0248476,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.9373522984169044,0.5754699999999999,0.08792658307562307,0.9373522984169044,10,582.0
28772,28772,Ammonia,New-build,Rest of Asia,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2036,232.04007963578567,467.0429115,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.8807982679874867,0.5754699999999999,0.08792658307562307,0.8807982679874867,9,1716.0
28779,28779,Ammonia,New-build,Russia,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2036,186.96315573578568,375.4531261,2110.0,0.0,0.0,-0.08415,0.0,-0.32364,0.0,0.9341880317136513,0.59221,0.08445947592021374,0.9341880317136513,10,653.0
28786,28786,Ammonia,New-build,Africa,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2037,297.2179080357857,599.4748258,2110.0,0.0,0.0,-0.08415,0.0,-0.24273,0.0,0.8036007008646667,0.6731199999999999,0.06770179133573517,0.8036007008646667,9,3581.0
28793,28793,Ammonia,New-build,China,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2037,236.49375233578567,476.0921298,2110.0,0.0,0.0,-0.08415,0.0,-0.37665,0.0,0.8755232733207218,0.5392,0.09543864857900997,0.8755232733207218,9,1824.0
28800,28800,Ammonia,New-build,Europe,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2037,230.5714979357857,464.058966,2110.0,0.0,0.0,-0.08415,0.0,-0.31806,0.0,0.8825376774944333,0.59779,0.08330377353507734,0.8825376774944333,9,1658.0
28807,28807,Ammonia,New-build,India,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2037,255.0925368357857,513.8821683,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.8534946026809124,0.5754699999999999,0.08792658307562307,0.8534946026809124,9,2376.0
28814,28814,Ammonia,New-build,Latin America,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2037,249.82705063578567,503.1834623,2110.0,0.0,0.0,-0.08415,0.0,-0.15903,0.0,0.8597311210543718,0.75682,0.050366255558688455,0.8597311210543718,9,2215.0
28821,28821,Ammonia,New-build,Middle East,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2037,188.7632237357857,379.1106038,2110.0,0.0,0.0,-0.08415,0.0,-0.14787,0.0,0.9320560050158173,0.76798,0.04805485078841565,0.9320560050158173,10,715.0
28828,28828,Ammonia,New-build,North America,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2037,178.36241993578568,357.9776758,2110.0,0.0,0.0,-0.08415,0.0,-0.42687,0.0,0.9443748681812827,0.48897999999999997,0.10583997004523804,0.9443748681812827,10,520.0
28835,28835,Ammonia,New-build,Oceania,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2037,184.40360583578567,370.2524912,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.9372195998106555,0.5754699999999999,0.08792658307562307,0.9372195998106555,10,584.0
28842,28842,Ammonia,New-build,Rest of Asia,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2037,231.82357673578568,466.603009,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.8810546971684724,0.5754699999999999,0.08792658307562307,0.8810546971684724,9,1707.0
28849,28849,Ammonia,New-build,Russia,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2037,187.04727323578567,375.6240406,2110.0,0.0,0.0,-0.08415,0.0,-0.32364,0.0,0.9340884017242537,0.59221,0.08445947592021374,0.9340884017242537,10,657.0
28856,28856,Ammonia,New-build,Africa,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2038,297.0756190357857,599.1857151,2110.0,0.0,0.0,-0.08415,0.0,-0.24273,0.0,0.8037692300240141,0.6731199999999999,0.06770179133573517,0.8037692300240141,9,3579.0
28863,28863,Ammonia,New-build,China,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2038,236.25877353578568,475.6146869,2110.0,0.0,0.0,-0.08415,0.0,-0.37665,0.0,0.8758015856261596,0.5392,0.09543864857900997,0.8758015856261596,9,1823.0
28870,28870,Ammonia,New-build,Europe,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2038,230.21129863578568,463.3270932,2110.0,0.0,0.0,-0.08415,0.0,-0.31806,0.0,0.8829643027797787,0.59779,0.08330377353507734,0.8829643027797787,9,1647.0
28877,28877,Ammonia,New-build,India,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2038,254.95024793578568,513.5930576,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.8536631317218183,0.5754699999999999,0.08792658307562307,0.8536631317218183,9,2370.0
28884,28884,Ammonia,New-build,Latin America,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2038,249.6847616357857,502.8943516,2110.0,0.0,0.0,-0.08415,0.0,-0.15903,0.0,0.8598996502137191,0.75682,0.050366255558688455,0.8598996502137191,9,2209.0
28891,28891,Ammonia,New-build,Middle East,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2038,188.86507513578567,379.3175511,2110.0,0.0,0.0,-0.08415,0.0,-0.14787,0.0,0.9319353707375502,0.76798,0.04805485078841565,0.9319353707375502,10,723.0
28898,28898,Ammonia,New-build,North America,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2038,178.47491993578566,358.2062595,2110.0,0.0,0.0,-0.08415,0.0,-0.42687,0.0,0.9442416215464298,0.48897999999999997,0.10583997004523804,0.9442416215464298,10,521.0
28905,28905,Ammonia,New-build,Oceania,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2038,184.50545723578568,370.4594385,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.9370989655323884,0.5754699999999999,0.08792658307562307,0.9370989655323884,10,586.0
28912,28912,Ammonia,New-build,Rest of Asia,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2038,231.61273553578567,466.1746101,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.881304420549702,0.5754699999999999,0.08792658307562307,0.881304420549702,9,1704.0
28919,28919,Ammonia,New-build,Russia,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2038,187.12018843578568,375.7721939,2110.0,0.0,0.0,-0.08415,0.0,-0.32364,0.0,0.9340020399017681,0.59221,0.08445947592021374,0.9340020399017681,10,659.0
28926,28926,Ammonia,New-build,Africa,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2039,296.9375749357857,598.9052294,2110.0,0.0,0.0,-0.08415,0.0,-0.24273,0.0,0.8039327314621145,0.6731199999999999,0.06770179133573517,0.8039327314621145,9,3577.0
28933,28933,Ammonia,New-build,China,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2039,236.04677323578568,475.1839331,2110.0,0.0,0.0,-0.08415,0.0,-0.37665,0.0,0.8760526818622734,0.5392,0.09543864857900997,0.8760526818622734,9,1820.0
28940,28940,Ammonia,New-build,Europe,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2039,229.8329099357857,462.5582621,2110.0,0.0,0.0,-0.08415,0.0,-0.31806,0.0,0.8834124718548129,0.59779,0.08330377353507734,0.8834124718548129,9,1639.0
28947,28947,Ammonia,New-build,India,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2039,254.8122037357857,513.3125719,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.8538266332783602,0.5754699999999999,0.08792658307562307,0.8538266332783602,9,2365.0
28954,28954,Ammonia,New-build,Latin America,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2039,249.54671743578567,502.6138659,2110.0,0.0,0.0,-0.08415,0.0,-0.15903,0.0,0.8600631517702609,0.75682,0.050366255558688455,0.8600631517702609,9,2206.0
28961,28961,Ammonia,New-build,Middle East,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2039,188.95612943578567,379.5025603,2110.0,0.0,0.0,-0.08415,0.0,-0.14787,0.0,0.9318275247014268,0.76798,0.04805485078841565,0.9318275247014268,10,724.0
28968,28968,Ammonia,New-build,North America,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2039,178.57091433578566,358.4013062,2110.0,0.0,0.0,-0.08415,0.0,-0.42687,0.0,0.9441279243840768,0.48897999999999997,0.10583997004523804,0.9441279243840768,10,522.0
28975,28975,Ammonia,New-build,Oceania,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2039,184.59651153578568,370.6444477,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.936991119496265,0.5754699999999999,0.08792658307562307,0.936991119496265,10,588.0
28982,28982,Ammonia,New-build,Rest of Asia,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2039,231.40789553578568,465.7584049,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.8815470360224421,0.5754699999999999,0.08792658307562307,0.8815470360224421,9,1697.0
