,Unnamed: 0,product,technology_origin,region,switch_type,technology_destination,year,tco,lcox,switch_capex,salvage_value,marginal cost,delta_co2_scope1,delta_co2_scope2,delta_co2_scope3_upstream,delta_co2_scope3_downstream,tco_normalized,sum_emissions_delta,sum_emissions_delta_normalized,greenfield_bau_score,greenfield_bau_score_binned,greenfield_bau_ranking
28989,28989,Ammonia,New-build,Russia,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2039,187.18122943578567,375.8962203,2110.0,0.0,0.0,-0.08415,0.0,-0.32364,0.0,0.9339297420543188,0.59221,0.08445947592021374,0.9339297420543188,10,661.0
28996,28996,Ammonia,New-build,Africa,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2040,296.80403023578566,598.6338859,2110.0,0.0,0.0,-0.08415,0.0,-0.24273,0.0,0.8040909037454694,0.6731199999999999,0.06770179133573517,0.8040909037454694,9,3575.0
29003,29003,Ammonia,New-build,China,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2040,235.8591303357857,474.8026698,2110.0,0.0,0.0,-0.08415,0.0,-0.37665,0.0,0.8762749288398648,0.5392,0.09543864857900997,0.8762749288398648,9,1818.0
29010,29010,Ammonia,New-build,Europe,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2040,229.4352404357857,461.7502552,2110.0,0.0,0.0,-0.08415,0.0,-0.31806,0.0,0.8838834773895562,0.59779,0.08330377353507734,0.8838834773895562,9,1632.0
29017,29017,Ammonia,New-build,India,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2040,254.67865903578567,513.0412284,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.8539848055617151,0.5754699999999999,0.08792658307562307,0.8539848055617151,9,2362.0
29024,29024,Ammonia,New-build,Latin America,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2040,249.41317283578567,502.3425224,2110.0,0.0,0.0,-0.08415,0.0,-0.15903,0.0,0.8602213239351745,0.75682,0.050366255558688455,0.8602213239351745,9,2202.0
29031,29031,Ammonia,New-build,Middle East,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2040,189.03573883578568,379.6643151,2110.0,0.0,0.0,-0.08415,0.0,-0.14787,0.0,0.9317332341711809,0.76798,0.04805485078841565,0.9317332341711809,10,726.0
29038,29038,Ammonia,New-build,North America,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2040,178.64941273578566,358.5608035,2110.0,0.0,0.0,-0.08415,0.0,-0.42687,0.0,0.944034949738376,0.48897999999999997,0.10583997004523804,0.944034949738376,10,524.0
29045,29045,Ammonia,New-build,Oceania,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2040,184.6761209357857,370.8062025,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.9368968289660191,0.5754699999999999,0.08792658307562307,0.9368968289660191,10,593.0
29052,29052,Ammonia,New-build,Rest of Asia,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2040,231.2094170357857,465.3551253,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.8817821168421367,0.5754699999999999,0.08792658307562307,0.8817821168421367,9,1690.0
29059,29059,Ammonia,New-build,Russia,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2040,187.22968363578568,375.9946723,2110.0,0.0,0.0,-0.08415,0.0,-0.32364,0.0,0.9338723521957011,0.59221,0.08445947592021374,0.9338723521957011,10,663.0
29066,29066,Ammonia,New-build,Africa,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2041,296.67525503578565,598.3722334,2110.0,0.0,0.0,-0.08415,0.0,-0.24273,0.0,0.804243426963714,0.6731199999999999,0.06770179133573517,0.804243426963714,9,3571.0
29073,29073,Ammonia,New-build,China,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2041,235.6973060357857,474.4738663,2110.0,0.0,0.0,-0.08415,0.0,-0.37665,0.0,0.8764665958924196,0.5392,0.09543864857900997,0.8764665958924196,9,1812.0
29080,29080,Ammonia,New-build,Europe,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2041,229.01713323578568,460.900722,2110.0,0.0,0.0,-0.08415,0.0,-0.31806,0.0,0.8843786896331807,0.59779,0.08330377353507734,0.8843786896331807,9,1626.0
29087,29087,Ammonia,New-build,India,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2041,254.5498838357857,512.7795759,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.8541373287799596,0.5754699999999999,0.08792658307562307,0.8541373287799596,9,2359.0
29094,29094,Ammonia,New-build,Latin America,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2041,249.28439763578567,502.0808699,2110.0,0.0,0.0,-0.08415,0.0,-0.15903,0.0,0.860373847153419,0.75682,0.050366255558688455,0.860373847153419,9,2198.0
29101,29101,Ammonia,New-build,Middle East,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2041,189.10321663578569,379.8014202,2110.0,0.0,0.0,-0.08415,0.0,-0.14787,0.0,0.9316533124842719,0.76798,0.04805485078841565,0.9316533124842719,10,728.0
29108,29108,Ammonia,New-build,North America,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2041,178.70936543578568,358.6826187,2110.0,0.0,0.0,-0.08415,0.0,-0.42687,0.0,0.9439639408892618,0.48897999999999997,0.10583997004523804,0.9439639408892618,10,525.0
29115,29115,Ammonia,New-build,Oceania,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2041,184.74359873578567,370.9433076,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.93681690727911,0.5754699999999999,0.08792658307562307,0.93681690727911,10,595.0
29122,29122,Ammonia,New-build,Rest of Asia,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2041,231.01768153578567,464.9655465,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.8820092111546419,0.5754699999999999,0.08792658307562307,0.8820092111546419,9,1666.0
29129,29129,Ammonia,New-build,Russia,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2041,187.26479593578568,376.0660153,2110.0,0.0,0.0,-0.08415,0.0,-0.32364,0.0,0.9338307646773282,0.59221,0.08445947592021374,0.9338307646773282,10,664.0
29136,29136,Ammonia,New-build,Africa,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2042,296.55974823578566,598.1375402,2110.0,0.0,0.0,-0.08415,0.0,-0.24273,0.0,0.8043802348961817,0.6731199999999999,0.06770179133573517,0.8043802348961817,9,3568.0
29143,29143,Ammonia,New-build,China,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2042,235.5499092357857,474.1743773,2110.0,0.0,0.0,-0.08415,0.0,-0.37665,0.0,0.8766411748043137,0.5392,0.09543864857900997,0.8766411748043137,9,1806.0
29150,29150,Ammonia,New-build,Europe,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2042,228.63002473578567,460.1141736,2110.0,0.0,0.0,-0.08415,0.0,-0.31806,0.0,0.8848371865660513,0.59779,0.08330377353507734,0.8848371865660513,9,1614.0
29157,29157,Ammonia,New-build,India,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2042,254.43437703578567,512.5448827,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.8542741367124274,0.5754699999999999,0.08792658307562307,0.8542741367124274,9,2357.0
29164,29164,Ammonia,New-build,Latin America,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2042,249.16889073578568,501.8461767,2110.0,0.0,0.0,-0.08415,0.0,-0.15903,0.0,0.8605106552043282,0.75682,0.050366255558688455,0.8605106552043282,9,2190.0
29171,29171,Ammonia,New-build,Middle East,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2042,189.1690734357857,379.9352317,2110.0,0.0,0.0,-0.08415,0.0,-0.14787,0.0,0.9315753107333191,0.76798,0.04805485078841565,0.9315753107333191,10,729.0
29178,29178,Ammonia,New-build,North America,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2042,178.76429973578567,358.7942373,2110.0,0.0,0.0,-0.08415,0.0,-0.42687,0.0,0.9438988759060352,0.48897999999999997,0.10583997004523804,0.9438988759060352,10,527.0
29185,29185,Ammonia,New-build,Oceania,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2042,184.80945553578567,371.0771191,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.9367389055281574,0.5754699999999999,0.08792658307562307,0.9367389055281574,10,596.0
29192,29192,Ammonia,New-build,Rest of Asia,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2042,230.84264283578568,464.6098932,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.8822165295345887,0.5754699999999999,0.08792658307562307,0.8822165295345887,9,1663.0
29199,29199,Ammonia,New-build,Russia,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2042,187.29652203578567,376.1304781,2110.0,0.0,0.0,-0.08415,0.0,-0.32364,0.0,0.9337931878234438,0.59221,0.08445947592021374,0.9337931878234438,10,665.0
29206,29206,Ammonia,New-build,Africa,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2043,296.45830573578564,597.9314238,2110.0,0.0,0.0,-0.08415,0.0,-0.24273,0.0,0.8045003848673467,0.6731199999999999,0.06770179133573517,0.8045003848673467,9,3567.0
29213,29213,Ammonia,New-build,China,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2043,235.41780553578567,473.9059617,2110.0,0.0,0.0,-0.08415,0.0,-0.37665,0.0,0.876797640346328,0.5392,0.09543864857900997,0.876797640346328,9,1803.0
29220,29220,Ammonia,New-build,Europe,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2043,228.27577483578568,459.3943889,2110.0,0.0,0.0,-0.08415,0.0,-0.31806,0.0,0.8852567652955798,0.59779,0.08330377353507734,0.8852567652955798,9,1607.0
29227,29227,Ammonia,New-build,India,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2043,254.33293453578568,512.3387663,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.8543942866835923,0.5754699999999999,0.08792658307562307,0.8543942866835923,9,2352.0
29234,29234,Ammonia,New-build,Latin America,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2043,249.06744833578568,501.6400603,2110.0,0.0,0.0,-0.08415,0.0,-0.15903,0.0,0.8606308050570517,0.75682,0.050366255558688455,0.8606308050570517,9,2185.0
29241,29241,Ammonia,New-build,Middle East,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2043,189.23321203578567,380.0655519,2110.0,0.0,0.0,-0.08415,0.0,-0.14787,0.0,0.9314993440434154,0.76798,0.04805485078841565,0.9314993440434154,10,732.0
29248,29248,Ammonia,New-build,North America,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2043,178.81391463578566,358.8950476,2110.0,0.0,0.0,-0.08415,0.0,-0.42687,0.0,0.9438401112974703,0.48897999999999997,0.10583997004523804,0.9438401112974703,10,528.0
29255,29255,Ammonia,New-build,Oceania,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2043,184.87359413578568,371.2074393,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.9366629388382536,0.5754699999999999,0.08792658307562307,0.9366629388382536,10,598.0
29262,29262,Ammonia,New-build,Rest of Asia,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2043,230.6853026357857,464.2902007,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.8824028855539405,0.5754699999999999,0.08792658307562307,0.8824028855539405,9,1659.0
29269,29269,Ammonia,New-build,Russia,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2043,187.32465863578568,376.1876477,2110.0,0.0,0.0,-0.08415,0.0,-0.32364,0.0,0.9337598624255219,0.59221,0.08445947592021374,0.9337598624255219,10,667.0
29276,29276,Ammonia,New-build,Africa,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2044,296.3717715357857,597.7555988,2110.0,0.0,0.0,-0.08415,0.0,-0.24273,0.0,0.8046028772313438,0.6731199999999999,0.06770179133573517,0.8046028772313438,9,3564.0
29283,29283,Ammonia,New-build,China,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2044,235.30191243578568,473.6704838,2110.0,0.0,0.0,-0.08415,0.0,-0.37665,0.0,0.8769349058181295,0.5392,0.09543864857900997,0.8769349058181295,9,1800.0
29290,29290,Ammonia,New-build,Europe,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2044,227.95635493578567,458.7453739,2110.0,0.0,0.0,-0.08415,0.0,-0.31806,0.0,0.8856350908669579,0.59779,0.08330377353507734,0.8856350908669579,9,1604.0
29297,29297,Ammonia,New-build,India,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2044,254.2464003357857,512.1629413,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.8544967790475895,0.5754699999999999,0.08792658307562307,0.8544967790475895,9,2349.0
29304,29304,Ammonia,New-build,Latin America,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2044,248.98091413578567,501.4642353,2110.0,0.0,0.0,-0.08415,0.0,-0.15903,0.0,0.8607332974210489,0.75682,0.050366255558688455,0.8607332974210489,9,2182.0
29311,29311,Ammonia,New-build,Middle East,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2044,189.29552913578567,380.1921714,2110.0,0.0,0.0,-0.08415,0.0,-0.14787,0.0,0.9314255347645817,0.76798,0.04805485078841565,0.9314255347645817,10,733.0
29318,29318,Ammonia,New-build,North America,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2044,178.85789093578566,358.9844011,2110.0,0.0,0.0,-0.08415,0.0,-0.42687,0.0,0.9437880251286855,0.48897999999999997,0.10583997004523804,0.9437880251286855,10,529.0
29325,29325,Ammonia,New-build,Oceania,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2044,184.93591123578568,371.3340588,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.9365891295594199,0.5754699999999999,0.08792658307562307,0.9365891295594199,10,601.0
29332,29332,Ammonia,New-build,Rest of Asia,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2044,230.54672293578568,464.0086268,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.8825670213644643,0.5754699999999999,0.08792658307562307,0.8825670213644643,9,1656.0
29339,29339,Ammonia,New-build,Russia,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2044,187.34899063578567,376.2370868,2110.0,0.0,0.0,-0.08415,0.0,-0.32364,0.0,0.9337310432511287,0.59221,0.08445947592021374,0.9337310432511287,10,668.0
29346,29346,Ammonia,New-build,Africa,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2045,296.3010401357857,597.6118828,2110.0,0.0,0.0,-0.08415,0.0,-0.24273,0.0,0.8046866525293743,0.6731199999999999,0.06770179133573517,0.8046866525293743,9,3563.0
29353,29353,Ammonia,New-build,China,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2045,235.20320273578568,473.4699199,2110.0,0.0,0.0,-0.08415,0.0,-0.37665,0.0,0.8770518190212614,0.5392,0.09543864857900997,0.8770518190212614,9,1798.0
29360,29360,Ammonia,New-build,Europe,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2045,227.67385483578568,458.1713747,2110.0,0.0,0.0,-0.08415,0.0,-0.31806,0.0,0.8859696880906965,0.59779,0.08330377353507734,0.8859696880906965,9,1600.0
29367,29367,Ammonia,New-build,India,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2045,254.1756689357857,512.0192253,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.85458055434562,0.5754699999999999,0.08792658307562307,0.85458055434562,9,2348.0
29374,29374,Ammonia,New-build,Latin America,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2045,248.91018263578567,501.3205193,2110.0,0.0,0.0,-0.08415,0.0,-0.15903,0.0,0.8608170728375208,0.75682,0.050366255558688455,0.8608170728375208,9,2181.0
29381,29381,Ammonia,New-build,Middle East,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2045,189.3559157357857,380.3148681,2110.0,0.0,0.0,-0.08415,0.0,-0.14787,0.0,0.931354011998002,0.76798,0.04805485078841565,0.931354011998002,10,735.0
29388,29388,Ammonia,New-build,North America,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2045,178.89589033578568,359.0616104,2110.0,0.0,0.0,-0.08415,0.0,-0.42687,0.0,0.9437430180871172,0.48897999999999997,0.10583997004523804,0.9437430180871172,10,531.0
29395,29395,Ammonia,New-build,Oceania,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2045,184.99629783578567,371.4567554,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.9365176067928404,0.5754699999999999,0.08792658307562307,0.9365176067928404,10,603.0
29402,29402,Ammonia,New-build,Rest of Asia,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2045,230.42802933578568,463.7674585,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.8827076037891627,0.5754699999999999,0.08792658307562307,0.8827076037891627,9,1652.0
29409,29409,Ammonia,New-build,Russia,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2045,187.36928953578567,376.2783313,2110.0,0.0,0.0,-0.08415,0.0,-0.32364,0.0,0.9337070009389845,0.59221,0.08445947592021374,0.9337070009389845,10,670.0
29416,29416,Ammonia,New-build,Africa,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2046,296.24705963578566,597.5022023,2110.0,0.0,0.0,-0.08415,0.0,-0.24273,0.0,0.8047505878180203,0.6731199999999999,0.06770179133573517,0.8047505878180203,9,3562.0
29423,29423,Ammonia,New-build,China,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2046,235.1227073357857,473.3063649,2110.0,0.0,0.0,-0.08415,0.0,-0.37665,0.0,0.8771471589427826,0.5392,0.09543864857900997,0.8771471589427826,9,1796.0
29430,29430,Ammonia,New-build,Europe,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2046,227.4304899357857,457.6768923,2110.0,0.0,0.0,-0.08415,0.0,-0.31806,0.0,0.8862579330148415,0.59779,0.08330377353507734,0.8862579330148415,9,1596.0
29437,29437,Ammonia,New-build,India,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2046,254.12168843578567,511.9095447,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.854644489634266,0.5754699999999999,0.08792658307562307,0.854644489634266,9,2345.0
29444,29444,Ammonia,New-build,Latin America,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2046,248.85620213578568,501.2108387,2110.0,0.0,0.0,-0.08415,0.0,-0.15903,0.0,0.8608810081261669,0.75682,0.050366255558688455,0.8608810081261669,9,2176.0
29451,29451,Ammonia,New-build,Middle East,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2046,189.41425573578567,380.4334066,2110.0,0.0,0.0,-0.08415,0.0,-0.14787,0.0,0.9312849132542037,0.76798,0.04805485078841565,0.9312849132542037,10,736.0
29458,29458,Ammonia,New-build,North America,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2046,178.92755423578566,359.1259469,2110.0,0.0,0.0,-0.08415,0.0,-0.42687,0.0,0.9437055149038167,0.48897999999999997,0.10583997004523804,0.9437055149038167,10,532.0
29465,29465,Ammonia,New-build,Oceania,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2046,185.05463783578568,371.575294,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.9364485080490419,0.5754699999999999,0.08792658307562307,0.9364485080490419,10,606.0
29472,29472,Ammonia,New-build,Rest of Asia,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2046,230.33041493578568,463.5691203,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.8828232197030577,0.5754699999999999,0.08792658307562307,0.8828232197030577,9,1650.0
29479,29479,Ammonia,New-build,Russia,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2046,187.38531353578568,376.3108896,2110.0,0.0,0.0,-0.08415,0.0,-0.32364,0.0,0.9336880218805234,0.59221,0.08445947592021374,0.9336880218805234,10,671.0
29486,29486,Ammonia,New-build,Africa,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2047,296.2026551357857,597.4119786,2110.0,0.0,0.0,-0.08415,0.0,-0.24273,0.0,0.8048031811531077,0.6731199999999999,0.06770179133573517,0.8048031811531077,9,3561.0
29493,29493,Ammonia,New-build,China,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2047,235.05649153578568,473.1718239,2110.0,0.0,0.0,-0.08415,0.0,-0.37665,0.0,0.8772255858985523,0.5392,0.09543864857900997,0.8772255858985523,9,1794.0
29500,29500,Ammonia,New-build,Europe,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2047,227.23029703578567,457.2701293,2110.0,0.0,0.0,-0.08415,0.0,-0.31806,0.0,0.8864950443948098,0.59779,0.08330377353507734,0.8864950443948098,9,1593.0
29507,29507,Ammonia,New-build,India,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2047,254.0772839357857,511.8193211,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.8546970829693533,0.5754699999999999,0.08792658307562307,0.8546970829693533,9,2344.0
29514,29514,Ammonia,New-build,Latin America,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2047,248.81179763578567,501.1206151,2110.0,0.0,0.0,-0.08415,0.0,-0.15903,0.0,0.8609336014612542,0.75682,0.050366255558688455,0.8609336014612542,9,2175.0
29521,29521,Ammonia,New-build,Middle East,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2047,189.46224653578568,380.5309168,2110.0,0.0,0.0,-0.08415,0.0,-0.14787,0.0,0.9312280722532802,0.76798,0.04805485078841565,0.9312280722532802,10,738.0
29528,29528,Ammonia,New-build,North America,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2047,178.95360103578568,359.1788702,2110.0,0.0,0.0,-0.08415,0.0,-0.42687,0.0,0.9436746646953839,0.48897999999999997,0.10583997004523804,0.9436746646953839,10,533.0
29535,29535,Ammonia,New-build,Oceania,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2047,185.1026286357857,371.6728042,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.9363916670481184,0.5754699999999999,0.08792658307562307,0.9363916670481184,10,608.0
29542,29542,Ammonia,New-build,Rest of Asia,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2047,230.25011703578568,463.4059665,2110.0,0.0,0.0,-0.08415,0.0,-0.34038,0.0,0.8829183257027088,0.5754699999999999,0.08792658307562307,0.8829183257027088,9,1649.0
29549,29549,Ammonia,New-build,Russia,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2047,187.39849483578567,376.3376722,2110.0,0.0,0.0,-0.08415,0.0,-0.32364,0.0,0.9336724097572524,0.59221,0.08445947592021374,0.9336724097572524,10,672.0
29556,29556,Ammonia,New-build,Africa,greenfield,Natural Gas ATR + CCS + ammonia synthesis,2048,296.1684010357857,597.3423794,2110.0,0.0,0.0,-0.08415,0.0,-0.24273,0.0,0.8048437522069292,0.6731199999999999,0.06770179133573517,0.8048437522069292,9,3559.0
