,Unnamed: 0,product,technology_origin,region,switch_type,technology_destination,year,tco,lcox,switch_capex,salvage_value,marginal cost,delta_co2_scope1,delta_co2_scope2,delta_co2_scope3_upstream,delta_co2_scope3_downstream,tco_normalized,sum_emissions_delta,sum_emissions_delta_normalized,brownfield_bau_score,brownfield_bau_score_binned,rank
178,178,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2028,154.09644061544003,237.0566387,90.0,0.0,0.0,0.5074245,0.018236404,0.1049219999999999,0.0,0.8392849065971594,1.630582904,0.9621619637967721,0.8392849065971594,9,235.0
180,180,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2029,183.61668681544003,297.0375065,85.0,0.0,0.0,0.5074245,0.049349272,0.0786914999999999,0.0,0.7254101810200814,1.6354652719999998,0.9596984186632048,0.7254101810200814,7,427.0
182,182,Ammonia,Natural Gas SMR + ammonia synthesis,China,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2029,193.71718571544,317.5602585,85.0,0.0,0.0,0.5074245,0.057825142,0.1221074999999999,0.0,0.6864473779107674,1.6873571419999998,0.9335148200876345,0.6864473779107674,7,620.0
184,184,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2029,192.48260751544004,315.0517743,85.0,0.0,0.0,0.5074245,0.016679547,0.103113,0.0,0.691209779036285,1.6272170469999998,0.9638603078447083,0.691209779036285,7,594.0
186,186,Ammonia,Natural Gas SMR + ammonia synthesis,India,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2029,183.61668681544003,297.0375065,85.0,0.0,0.0,0.5074245,0.049349272,0.1103489999999999,0.0,0.7254101810200814,1.667122772,0.9437246780385922,0.7254101810200814,7,427.0
188,188,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2029,183.61668681544003,297.0375065,85.0,0.0,0.0,0.5074245,0.049349272,0.0515565,0.0,0.7254101810200814,1.608330272,0.9733901963414442,0.7254101810200814,7,427.0
190,190,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2029,149.29784861544005,227.3065944,85.0,0.0,0.0,0.5074245,0.049349272,0.0479384999999999,0.0,0.8577955363342636,1.6047122719999998,0.9752157666985428,0.8577955363342636,9,176.5
192,192,Ammonia,Natural Gas SMR + ammonia synthesis,North America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2029,138.29074981544005,204.9417627,85.0,0.0,0.0,0.5074245,0.017437472,0.1383885,0.0,0.900255560100928,1.663250472,0.9456785630838638,0.900255560100928,10,134.0
194,194,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2029,149.29784861544005,227.3065944,85.0,0.0,0.0,0.5074245,0.049349272,0.1103489999999999,0.0,0.8577955363342636,1.667122772,0.9437246780385922,0.8577955363342636,9,176.5
196,196,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2029,178.44066541544004,286.5205802,85.0,0.0,0.0,0.5074245,0.057825142,0.1103489999999999,0.0,0.7453767494732293,1.6755986419999997,0.939447923748205,0.7453767494732293,8,323.0
198,198,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2029,154.16905161544005,237.2041738,85.0,0.0,0.0,0.5074245,0.016679547,0.1049219999999999,0.0,0.8390048087401544,1.6290260469999998,0.962947522666159,0.8390048087401544,9,245.0
200,200,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2030,183.19489021544004,296.180477,80.0,0.0,0.0,0.5074245,0.043602033,0.0786914999999999,0.0,0.7270372667750213,1.6297180329999998,0.9625983603861349,0.7270372667750213,7,423.0
202,202,Ammonia,Natural Gas SMR + ammonia synthesis,China,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2030,192.96623681544003,316.0344391,80.0,0.0,0.0,0.5074245,0.05410527,0.1221074999999999,0.0,0.6893441728538225,1.6836372699999997,0.9353917930161589,0.6893441728538225,7,607.0
204,204,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2030,192.11114851544,314.2970233,80.0,0.0,0.0,0.5074245,0.015122689,0.103113,0.0,0.692642686858312,1.625660189,0.964645867218675,0.692642686858312,7,588.0
206,206,Ammonia,Natural Gas SMR + ammonia synthesis,India,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2030,183.19489021544004,296.180477,80.0,0.0,0.0,0.5074245,0.043602033,0.1103489999999999,0.0,0.7270372667750213,1.6613755329999997,0.9466246197615223,0.7270372667750213,7,423.0
208,208,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2030,183.19489021544004,296.180477,80.0,0.0,0.0,0.5074245,0.043602033,0.0515565,0.0,0.7270372667750213,1.602583033,0.9762901380643743,0.7270372667750213,7,423.0
210,210,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2030,149.27258361544006,227.2552595,80.0,0.0,0.0,0.5074245,0.043602033,0.0479384999999999,0.0,0.8578929963934452,1.5989650329999998,0.9781157084214729,0.8578929963934452,9,174.5
212,212,Ammonia,Natural Gas SMR + ammonia synthesis,North America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2030,138.40651061544003,205.1769719,80.0,0.0,0.0,0.5074245,0.013529253,0.1383885,0.0,0.8998090113410271,1.659342253,0.9476505721373324,0.8998090113410271,10,135.0
214,214,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2030,149.27258361544006,227.2552595,80.0,0.0,0.0,0.5074245,0.043602033,0.1103489999999999,0.0,0.8578929963934452,1.6613755329999997,0.9466246197615223,0.8578929963934452,9,174.5
216,216,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2030,177.91244551544003,285.447314,80.0,0.0,0.0,0.5074245,0.05410527,0.1103489999999999,0.0,0.7474143644629327,1.6718787699999997,0.9413248966767293,0.7474143644629327,8,317.0
218,218,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2030,154.12731271544004,237.1193663,80.0,0.0,0.0,0.5074245,0.015122689,0.1049219999999999,0.0,0.8391658170783365,1.627469189,0.9637330820401258,0.8391658170783365,9,237.0
220,220,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2031,182.94742981544005,295.6776733,80.0,0.0,0.0,0.5074245,0.041433468,0.0786914999999999,0.0,0.7279918484187611,1.6275494679999998,0.9636925748641453,0.7279918484187611,7,420.0
222,222,Ammonia,Natural Gas SMR + ammonia synthesis,China,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2031,192.48790621544003,315.0625406,80.0,0.0,0.0,0.5074245,0.051405965,0.1221074999999999,0.0,0.6911893392335704,1.680937965,0.9367538082712079,0.6911893392335704,7,595.0
224,224,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2031,191.75606171544004,313.5755385,80.0,0.0,0.0,0.5074245,0.013465962,0.103113,0.0,0.6940124387103828,1.6240034620000001,0.9654818184903733,0.6940124387103828,7,581.0
226,226,Ammonia,Natural Gas SMR + ammonia synthesis,India,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2031,182.94742981544005,295.6776733,80.0,0.0,0.0,0.5074245,0.041433468,0.1103489999999999,0.0,0.7279918484187611,1.659206968,0.9477188342395326,0.7279918484187611,7,420.0
228,228,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2031,182.94742981544005,295.6776733,80.0,0.0,0.0,0.5074245,0.041433468,0.0515565,0.0,0.7279918484187611,1.6004144679999999,0.9773843525423846,0.7279918484187611,7,420.0
230,230,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2031,149.32800761544,227.3678731,80.0,0.0,0.0,0.5074245,0.041433468,0.0479384999999999,0.0,0.8576791976077704,1.596796468,0.9792099228994832,0.8576791976077704,9,178.5
232,232,Ammonia,Natural Gas SMR + ammonia synthesis,North America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2031,138.58369651544004,205.5369879,80.0,0.0,0.0,0.5074245,0.012653274,0.1383885,0.0,0.8991255144757934,1.658466274,0.9480925736010806,0.8991255144757934,10,136.0
234,234,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2031,149.32800761544,227.3678731,80.0,0.0,0.0,0.5074245,0.041433468,0.1103489999999999,0.0,0.8576791976077704,1.659206968,0.9477188342395326,0.8576791976077704,9,178.5
236,236,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2031,177.54388391544003,284.69845,80.0,0.0,0.0,0.5074245,0.051405965,0.1103489999999999,0.0,0.7488360955275688,1.669179465,0.9426869119317783,0.7488360955275688,8,314.0
238,238,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2031,154.13949871544003,237.1441267,80.0,0.0,0.0,0.5074245,0.013465962,0.1049219999999999,0.0,0.8391188094281807,1.6258124619999998,0.9645690333118242,0.8391188094281807,9,239.0
240,240,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2032,182.70974561544003,295.1947334,80.0,0.0,0.0,0.5074245,0.039264902,0.0786914999999999,0.0,0.7289087182465273,1.6253809019999998,0.9647867898467356,0.7289087182465273,7,415.0
242,242,Ammonia,Natural Gas SMR + ammonia synthesis,China,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2032,192.03145481544004,314.1350973,80.0,0.0,0.0,0.5074245,0.048706659,0.1221074999999999,0.0,0.6929501063207457,1.6782386589999998,0.9381158240308373,0.6929501063207457,7,586.0
244,244,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2032,191.39545781544004,312.8428435,80.0,0.0,0.0,0.5074245,0.011809235,0.103113,0.0,0.6954034728459493,1.6223467349999998,0.966317769762072,0.6954034728459493,7,566.0
246,246,Ammonia,Natural Gas SMR + ammonia synthesis,India,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2032,182.70974561544003,295.1947334,80.0,0.0,0.0,0.5074245,0.039264902,0.1103489999999999,0.0,0.7289087182465273,1.657038402,0.9488130492221228,0.7289087182465273,7,415.0
248,248,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2032,182.70974561544003,295.1947334,80.0,0.0,0.0,0.5074245,0.039264902,0.0515565,0.0,0.7289087182465273,1.598245902,0.978478567524975,0.7289087182465273,7,415.0
250,250,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2032,149.38397321544005,227.481587,80.0,0.0,0.0,0.5074245,0.039264902,0.0479384999999999,0.0,0.8574633095931996,1.5946279019999998,0.9803041378820736,0.8574633095931996,9,180.5
252,252,Ammonia,Natural Gas SMR + ammonia synthesis,North America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2032,138.74989021544002,205.8746695,80.0,0.0,0.0,0.5074245,0.011777294,0.1383885,0.0,0.8984844201620157,1.657590294,0.9485345755694087,0.8984844201620157,10,137.0
254,254,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2032,149.38397321544005,227.481587,80.0,0.0,0.0,0.5074245,0.039264902,0.1103489999999999,0.0,0.8574633095931996,1.657038402,0.9488130492221228,0.8574633095931996,9,180.5
256,256,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2032,177.18677861544003,283.9728637,80.0,0.0,0.0,0.5074245,0.048706659,0.1103489999999999,0.0,0.7502136337690901,1.6664801589999998,0.9440489276914077,0.7502136337690901,8,309.0
258,258,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2032,154.15004471544003,237.1655545,80.0,0.0,0.0,0.5074245,0.011809235,0.1049219999999999,0.0,0.8390781280989059,1.6241557349999998,0.9654049845835226,0.8390781280989059,9,240.0
260,260,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2033,182.48237711544004,294.7327534,80.0,0.0,0.0,0.5074245,0.037096337,0.0786914999999999,0.0,0.7297857951302007,1.623212337,0.9658810043247459,0.7297857951302007,7,412.0
262,262,Ammonia,Natural Gas SMR + ammonia synthesis,China,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2033,191.59809441544004,313.2545717,80.0,0.0,0.0,0.5074245,0.046007353,0.1221074999999999,0.0,0.6946217995814196,1.675539353,0.9394778397904663,0.6946217995814196,7,572.0
264,264,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2033,191.02896201544004,312.0981771,80.0,0.0,0.0,0.5074245,0.010152508,0.103113,0.0,0.6968172350607831,1.620690008,0.9671537210337703,0.6968172350607831,7,554.0
266,266,Ammonia,Natural Gas SMR + ammonia synthesis,India,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2033,182.48237711544004,294.7327534,80.0,0.0,0.0,0.5074245,0.037096337,0.1103489999999999,0.0,0.7297857951302007,1.654869837,0.9499072637001333,0.7297857951302007,7,412.0
268,268,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2033,182.48237711544004,294.7327534,80.0,0.0,0.0,0.5074245,0.037096337,0.0515565,0.0,0.7297857951302007,1.596077337,0.9795727820029853,0.7297857951302007,7,412.0
270,270,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2033,149.44046571544004,227.5963716,80.0,0.0,0.0,0.5074245,0.037096337,0.0479384999999999,0.0,0.8572453890551702,1.5924593369999998,0.981398352360084,0.8572453890551702,9,182.5
272,272,Ammonia,Natural Gas SMR + ammonia synthesis,North America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2033,138.90447561544005,206.1887646,80.0,0.0,0.0,0.5074245,0.010901315,0.1383885,0.0,0.8978881050132881,1.6567143149999999,0.948976577033157,0.8978881050132881,10,138.0
274,274,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2033,149.44046571544004,227.5963716,80.0,0.0,0.0,0.5074245,0.037096337,0.1103489999999999,0.0,0.8572453890551702,1.654869837,0.9499072637001333,0.8572453890551702,9,182.5
276,276,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2033,176.84171611544002,283.2717468,80.0,0.0,0.0,0.5074245,0.046007353,0.1103489999999999,0.0,0.7515447167562788,1.663780853,0.9454109434510367,0.7515447167562788,8,306.0
278,278,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2033,154.15880841544003,237.1833611,80.0,0.0,0.0,0.5074245,0.010152508,0.1049219999999999,0.0,0.8390443220145739,1.622499008,0.966240935855221,0.8390443220145739,9,242.0
280,280,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2034,182.26589591544004,294.2928951,80.0,0.0,0.0,0.5074245,0.034927772,0.0786914999999999,0.0,0.7306208741155038,1.6210437719999997,0.9669752188027564,0.7306208741155038,7,408.0
282,282,Ammonia,Natural Gas SMR + ammonia synthesis,China,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2034,191.18910961544003,312.4235739,80.0,0.0,0.0,0.5074245,0.043308048,0.1221074999999999,0.0,0.6961994636547361,1.6728400479999999,0.9408398550455156,0.6961994636547361,7,558.0
284,284,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2034,190.65617721544004,311.3407323,80.0,0.0,0.0,0.5074245,0.008495781,0.103113,0.0,0.6982552571731903,1.619033281,0.9679896723054686,0.6982552571731903,7,546.0
286,286,Ammonia,Natural Gas SMR + ammonia synthesis,India,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2034,182.26589591544004,294.2928951,80.0,0.0,0.0,0.5074245,0.034927772,0.1103489999999999,0.0,0.7306208741155038,1.6527012719999998,0.9510014781781437,0.7306208741155038,7,408.0
288,288,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2034,182.26589591544004,294.2928951,80.0,0.0,0.0,0.5074245,0.034927772,0.0515565,0.0,0.7306208741155038,1.5939087719999998,0.9806669964809958,0.7306208741155038,7,408.0
290,290,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2034,149.49746961544002,227.7121953,80.0,0.0,0.0,0.5074245,0.034927772,0.0479384999999999,0.0,0.8570254957851297,1.590290772,0.9824925668380943,0.8570254957851297,9,184.5
292,292,Ammonia,Natural Gas SMR + ammonia synthesis,North America,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2034,139.04679941544003,206.477946,80.0,0.0,0.0,0.5074245,0.010025335,0.1383885,0.0,0.8973390891426791,1.6558383349999999,0.9494185790014851,0.8973390891426791,10,139.0
294,294,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2034,149.49746961544002,227.7121953,80.0,0.0,0.0,0.5074245,0.034927772,0.1103489999999999,0.0,0.8570254957851297,1.6527012719999998,0.9510014781781437,0.8570254957851297,9,184.5
296,296,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2034,176.50931841544002,282.5963626,80.0,0.0,0.0,0.5074245,0.043308048,0.1103489999999999,0.0,0.7528269451162154,1.6610815479999999,0.946772958706086,0.7528269451162154,8,302.0
298,298,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2034,154.16563921544002,237.1972404,80.0,0.0,0.0,0.5074245,0.008495781,0.1049219999999999,0.0,0.8390179721166022,1.6208422809999998,0.9670768871269194,0.8390179721166022,9,244.0
300,300,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2035,182.06090831544003,293.8763899,80.0,0.0,0.0,0.5074245,0.032759207,0.0786914999999999,0.0,0.7314116163924671,1.6188752069999999,0.9680694332807667,0.7314116163924671,7,405.0
302,302,Ammonia,Natural Gas SMR + ammonia synthesis,China,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2035,190.80586231544004,311.6448709,80.0,0.0,0.0,0.5074245,0.040608742,0.1221074999999999,0.0,0.697677844994105,1.6701407419999998,0.9422018708051447,0.697677844994105,7,550.0
304,304,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,brownfield_renovation,Electrolyser + SMR + ammonia synthesis,2035,190.27668231544004,310.5696536,80.0,0.0,0.0,0.5074245,0.006839054,0.103113,0.0,0.6997191635817825,1.6173765539999998,0.9688256235771672,0.6997191635817825,7,539.0
