,Unnamed: 0,product,technology_origin,region,switch_type,technology_destination,year,tco,lcox,switch_capex,salvage_value,marginal cost,delta_co2_scope1,delta_co2_scope2,delta_co2_scope3_upstream,delta_co2_scope3_downstream,tco_normalized,sum_emissions_delta,sum_emissions_delta_normalized,decommission_bau_score,decommission_bau_score_binned,rank
2099,2099,Ammonia,Natural Gas SMR + ammonia synthesis,India,decommission,Decommissioned,2038,200.1029217,400.6453867,317,0,0,1.839519,0.026253511,0.0549,0,0.66181432,2.920672511,0.311208579,0.66181432,6,718
2100,2100,Ammonia,Electrolyser + SMR + ammonia synthesis,India,decommission,Decommissioned,2038,267.1204655,536.8153365,2227,0,0,1.3320945,0,-0.055449,0,0.403293291,2.2766455,0.636171714,0.403293291,3,1051
2102,2102,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2038,194.4604745,389.1807506,317,0,0,1.839519,0.026253511,0.02565,0,0.683580132,2.891422511,0.325967544,0.683580132,7,630
2103,2103,Ammonia,Electrolyser + SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2038,261.4780183,525.3507004,2227,0,0,1.3320945,0,-0.0259065,0,0.425059103,2.306188,0.62126516,0.425059103,3,1013
2105,2105,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2038,128.789676,255.7471927,317,0,0,1.839519,0.026253511,0.02385,0,0.936906073,2.889622511,0.326875788,0.936906073,10,114
2106,2106,Ammonia,Electrolyser + SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2038,195.8072199,391.9171424,2227,0,0,1.3320945,0,-0.0240885,0,0.678385044,2.308006,0.620347834,0.678385044,7,650
2108,2108,Ammonia,Natural Gas SMR + ammonia synthesis,North America,decommission,Decommissioned,2038,119.4790743,236.8293974,317,0,0,1.839519,0.005261464,0.06885,0,0.972821838,2.913630464,0.314761855,0.972821838,11,24
2109,2109,Ammonia,Electrolyser + SMR + ammonia synthesis,North America,decommission,Decommissioned,2038,186.4966181,372.9993472,2227,0,0,1.3320945,0,-0.0695385,0,0.714300809,2.262556,0.643280993,0.714300809,7,480
2111,2111,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2038,124.1179491,246.2549197,317,0,0,1.839519,0.026253511,0.0549,0,0.954927319,2.920672511,0.311208579,0.954927319,10,59
2112,2112,Ammonia,Electrolyser + SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2038,191.135493,382.4248695,2227,0,0,1.3320945,0,-0.055449,0,0.69640629,2.2766455,0.636171714,0.69640629,7,557
2114,2114,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2038,176.2008443,352.0798249,317,0,0,1.839519,0.032510825,0.0549,0,0.754016888,2.926929825,0.308051264,0.754016888,8,301
2115,2115,Ammonia,Electrolyser + SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2038,243.2183882,488.2497747,2227,0,0,1.3320945,0,-0.055449,0,0.495495859,2.2766455,0.636171714,0.495495859,4,898
2117,2117,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,decommission,Decommissioned,2038,126.1292808,250.3416547,317,0,0,1.839519,0.002735622,0.0522,0,0.947168581,2.894454622,0.324437601,0.947168581,10,87
2118,2118,Ammonia,Electrolyser + SMR + ammonia synthesis,Russia,decommission,Decommissioned,2038,193.1468247,386.5116044,2227,0,0,1.3320945,0,-0.052722,0,0.688647553,2.2793725,0.634795724,0.688647553,7,611
2120,2120,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,decommission,Decommissioned,2039,244.8821148,491.6302263,312.25,0,0,1.839519,0.024084946,0.03915,0,0.489078012,2.902753946,0.320249929,0.489078012,4,919
2121,2121,Ammonia,Electrolyser + SMR + ammonia synthesis,Africa,decommission,Decommissioned,2039,311.8996586,627.800176,2222.25,0,0,1.3320945,0,-0.0395415,0,0.230556984,2.292553,0.628145108,0.230556984,1,1439
2123,2123,Ammonia,Natural Gas SMR + ammonia synthesis,China,decommission,Decommissioned,2039,180.9851197,361.8007801,312.25,0,0,1.839519,0.029811519,0.06075,0,0.735561484,2.930080519,0.306461487,0.735561484,7,371
2124,2124,Ammonia,Electrolyser + SMR + ammonia synthesis,China,decommission,Decommissioned,2039,248.0026636,497.9707299,2222.25,0,0,1.3320945,0,-0.0613575,0,0.477040456,2.270737,0.639153025,0.477040456,4,950
2126,2126,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,decommission,Decommissioned,2039,172.2377722,344.027436,312.25,0,0,1.839519,0.001367811,0.0513,0,0.769304489,2.892186811,0.325581893,0.769304489,8,261
2127,2127,Ammonia,Electrolyser + SMR + ammonia synthesis,Europe,decommission,Decommissioned,2039,239.2553161,480.1973857,2222.25,0,0,1.3320945,0,-0.051813,0,0.51078346,2.2802815,0.634337061,0.51078346,4,860
2129,2129,Ammonia,Natural Gas SMR + ammonia synthesis,India,decommission,Decommissioned,2039,199.7409499,399.9099126,312.25,0,0,1.839519,0.024084946,0.0549,0,0.663210631,2.918503946,0.312302794,0.663210631,6,712
2130,2130,Ammonia,Electrolyser + SMR + ammonia synthesis,India,decommission,Decommissioned,2039,266.7584938,536.0798623,2222.25,0,0,1.3320945,0,-0.055449,0,0.404689602,2.2766455,0.636171714,0.404689602,3,1050
2132,2132,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2039,194.0985027,388.4452765,312.25,0,0,1.839519,0.024084946,0.02565,0,0.684976443,2.889253946,0.327061758,0.684976443,7,627
2133,2133,Ammonia,Electrolyser + SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2039,261.1160466,524.6152263,2222.25,0,0,1.3320945,0,-0.0259065,0,0.426455414,2.306188,0.62126516,0.426455414,3,1012
2135,2135,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2039,128.6765102,255.5172561,312.25,0,0,1.839519,0.024084946,0.02385,0,0.937342612,2.887453946,0.327970002,0.937342612,10,113
2136,2136,Ammonia,Electrolyser + SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2039,195.694054,391.6872058,2222.25,0,0,1.3320945,0,-0.0240885,0,0.678821583,2.308006,0.620347834,0.678821583,7,649
2138,2138,Ammonia,Natural Gas SMR + ammonia synthesis,North America,decommission,Decommissioned,2039,119.3697085,236.607182,312.25,0,0,1.839519,0.003965499,0.06885,0,0.973243718,2.912334499,0.315415773,0.973243718,11,22
2139,2139,Ammonia,Electrolyser + SMR + ammonia synthesis,North America,decommission,Decommissioned,2039,186.3872523,372.7771317,2222.25,0,0,1.3320945,0,-0.0695385,0,0.714722689,2.262556,0.643280993,0.714722689,7,478
2141,2141,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2039,124.0047833,246.0249832,312.25,0,0,1.839519,0.024084946,0.0549,0,0.955363858,2.918503946,0.312302794,0.955363858,10,57
2142,2142,Ammonia,Electrolyser + SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2039,191.0223271,382.1949329,2222.25,0,0,1.3320945,0,-0.055449,0,0.696842829,2.2766455,0.636171714,0.696842829,7,553
2144,2144,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2039,175.7874913,351.2399513,312.25,0,0,1.839519,0.029811519,0.0549,0,0.755611402,2.924230519,0.30941328,0.755611402,8,296
2145,2145,Ammonia,Electrolyser + SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2039,242.8050351,487.409901,2222.25,0,0,1.3320945,0,-0.055449,0,0.497090374,2.2766455,0.636171714,0.497090374,4,894
2147,2147,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,decommission,Decommissioned,2039,125.9930278,250.0648083,312.25,0,0,1.839519,0.001367811,0.0522,0,0.947694179,2.893086811,0.325127771,0.947694179,10,85
2148,2148,Ammonia,Electrolyser + SMR + ammonia synthesis,Russia,decommission,Decommissioned,2039,193.0105717,386.234758,2222.25,0,0,1.3320945,0,-0.052722,0,0.68917315,2.2793725,0.634795724,0.68917315,7,608
2150,2150,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,decommission,Decommissioned,2040,244.5258476,490.9063431,307.5,0,0,1.839519,0.021916381,0.03915,0,0.490452318,2.900585381,0.321344143,0.490452318,4,916
2151,2151,Ammonia,Electrolyser + SMR + ammonia synthesis,Africa,decommission,Decommissioned,2040,311.5433915,627.0762928,2217.5,0,0,1.3320945,0,-0.0395415,0,0.231931289,2.292553,0.628145108,0.231931289,1,1438
2153,2153,Ammonia,Natural Gas SMR + ammonia synthesis,China,decommission,Decommissioned,2040,180.5906712,360.9993177,307.5,0,0,1.839519,0.027112213,0.06075,0,0.737083075,2.927381213,0.307823503,0.737083075,7,352
2154,2154,Ammonia,Electrolyser + SMR + ammonia synthesis,China,decommission,Decommissioned,2040,247.608215,497.1692674,2217.5,0,0,1.3320945,0,-0.0613575,0,0.478562046,2.270737,0.639153025,0.478562046,4,947
2156,2156,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,decommission,Decommissioned,2040,171.6045295,342.7407784,307.5,0,0,1.839519,0,0.0513,0,0.771747231,2.890819,0.326272063,0.771747231,8,259
2157,2157,Ammonia,Electrolyser + SMR + ammonia synthesis,Europe,decommission,Decommissioned,2040,238.6220734,478.9107282,2217.5,0,0,1.3320945,0,-0.051813,0,0.513226202,2.2802815,0.634337061,0.513226202,4,856
2159,2159,Ammonia,Natural Gas SMR + ammonia synthesis,India,decommission,Decommissioned,2040,199.3846828,399.1860294,307.5,0,0,1.839519,0.021916381,0.0549,0,0.664584936,2.916335381,0.313397008,0.664584936,6,703
2160,2160,Ammonia,Electrolyser + SMR + ammonia synthesis,India,decommission,Decommissioned,2040,266.4022267,535.3559791,2217.5,0,0,1.3320945,0,-0.055449,0,0.406063907,2.2766455,0.636171714,0.406063907,3,1049
2162,2162,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2040,193.7422356,387.7213933,307.5,0,0,1.839519,0.021916381,0.02565,0,0.686350747,2.887085381,0.328155973,0.686350747,7,621
2163,2163,Ammonia,Electrolyser + SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2040,260.7597795,523.891343,2217.5,0,0,1.3320945,0,-0.0259065,0,0.427829719,2.306188,0.62126516,0.427829719,3,1010
2165,2165,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2040,128.551733,255.2637269,307.5,0,0,1.839519,0.021916381,0.02385,0,0.937823941,2.885285381,0.329064217,0.937823941,10,111
2166,2166,Ammonia,Electrolyser + SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2040,195.5692768,391.4336766,2217.5,0,0,1.3320945,0,-0.0240885,0,0.679302913,2.308006,0.620347834,0.679302913,7,646
2168,2168,Ammonia,Natural Gas SMR + ammonia synthesis,North America,decommission,Decommissioned,2040,119.2440766,236.3519163,307.5,0,0,1.839519,0.002669535,0.06885,0,0.973728344,2.911038535,0.316069691,0.973728344,11,21
2169,2169,Ammonia,Electrolyser + SMR + ammonia synthesis,North America,decommission,Decommissioned,2040,186.2616205,372.521866,2217.5,0,0,1.3320945,0,-0.0695385,0,0.715207315,2.262556,0.643280993,0.715207315,7,472
2171,2171,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2040,123.8800061,245.7714539,307.5,0,0,1.839519,0.021916381,0.0549,0,0.955845187,2.916335381,0.313397008,0.955845187,10,55
2172,2172,Ammonia,Electrolyser + SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2040,190.8975499,381.9414036,2217.5,0,0,1.3320945,0,-0.055449,0,0.697324159,2.2766455,0.636171714,0.697324159,7,551
2174,2174,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2040,175.381275,350.4145786,307.5,0,0,1.839519,0.027112213,0.0549,0,0.757178387,2.921531213,0.310775296,0.757178387,8,293
2175,2175,Ammonia,Electrolyser + SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2040,242.3988188,486.5845284,2217.5,0,0,1.3320945,0,-0.055449,0,0.498657358,2.2766455,0.636171714,0.498657358,4,890
2177,2177,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,decommission,Decommissioned,2040,125.8442851,249.7625845,307.5,0,0,1.839519,0,0.0522,0,0.948267956,2.891719,0.325817941,0.948267956,10,84
2178,2178,Ammonia,Electrolyser + SMR + ammonia synthesis,Russia,decommission,Decommissioned,2040,192.8618289,385.9325343,2217.5,0,0,1.3320945,0,-0.052722,0,0.689746928,2.2793725,0.634795724,0.689746928,7,606
2180,2180,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,decommission,Decommissioned,2041,244.1756274,490.1947462,302.75,0,0,1.839519,0.019747816,0.03915,0,0.491803296,2.898416816,0.322438358,0.491803296,4,910
2181,2181,Ammonia,Electrolyser + SMR + ammonia synthesis,Africa,decommission,Decommissioned,2041,311.1931713,626.3646959,2212.75,0,0,1.3320945,0,-0.0395415,0,0.233282268,2.292553,0.628145108,0.233282268,1,1437
2183,2183,Ammonia,Natural Gas SMR + ammonia synthesis,China,decommission,Decommissioned,2041,180.2245041,360.2553193,302.75,0,0,1.839519,0.024412908,0.06075,0,0.738495569,2.924681908,0.309185518,0.738495569,7,337
2184,2184,Ammonia,Electrolyser + SMR + ammonia synthesis,China,decommission,Decommissioned,2041,247.242048,496.425269,2212.75,0,0,1.3320945,0,-0.0613575,0,0.47997454,2.270737,0.639153025,0.47997454,4,944
2186,2186,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,decommission,Decommissioned,2041,170.9503416,341.4115633,302.75,0,0,1.839519,0,0.0513,0,0.774270769,2.890819,0.326272063,0.774270769,8,258
2187,2187,Ammonia,Electrolyser + SMR + ammonia synthesis,Europe,decommission,Decommissioned,2041,237.9678855,477.5815131,2212.75,0,0,1.3320945,0,-0.051813,0,0.51574974,2.2802815,0.634337061,0.51574974,4,855
2189,2189,Ammonia,Natural Gas SMR + ammonia synthesis,India,decommission,Decommissioned,2041,199.0344626,398.4744325,302.75,0,0,1.839519,0.019747816,0.0549,0,0.665935914,2.914166816,0.314491223,0.665935914,6,689
2190,2190,Ammonia,Electrolyser + SMR + ammonia synthesis,India,decommission,Decommissioned,2041,266.0520064,534.6443823,2212.75,0,0,1.3320945,0,-0.055449,0,0.407414886,2.2766455,0.636171714,0.407414886,3,1043
2192,2192,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2041,193.3920154,387.0097964,302.75,0,0,1.839519,0.019747816,0.02565,0,0.687701726,2.884916816,0.329250187,0.687701726,7,614
2193,2193,Ammonia,Electrolyser + SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2041,260.4095592,523.1797462,2212.75,0,0,1.3320945,0,-0.0259065,0,0.429180698,2.306188,0.62126516,0.429180698,3,1009
2195,2195,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2041,128.4146477,254.9851894,302.75,0,0,1.839519,0.019747816,0.02385,0,0.93835275,2.883116816,0.330158431,0.93835275,10,110
2196,2196,Ammonia,Electrolyser + SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2041,195.4321915,391.1551391,2212.75,0,0,1.3320945,0,-0.0240885,0,0.679831721,2.308006,0.620347834,0.679831721,7,644
2198,2198,Ammonia,Natural Gas SMR + ammonia synthesis,North America,decommission,Decommissioned,2041,119.1012028,236.0616173,302.75,0,0,1.839519,0.002433494,0.06885,0,0.974279482,2.910802494,0.316188792,0.974279482,11,20
2199,2199,Ammonia,Electrolyser + SMR + ammonia synthesis,North America,decommission,Decommissioned,2041,186.1187466,372.231567,2212.75,0,0,1.3320945,0,-0.0695385,0,0.715758453,2.262556,0.643280993,0.715758453,7,470
2201,2201,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2041,123.7429208,245.4929164,302.75,0,0,1.839519,0.019747816,0.0549,0,0.956373996,2.914166816,0.314491223,0.956373996,10,54
2202,2202,Ammonia,Electrolyser + SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2041,190.7604646,381.6628662,2212.75,0,0,1.3320945,0,-0.055449,0,0.697852967,2.2766455,0.636171714,0.697852967,7,549
2204,2204,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2041,174.9826237,349.604577,302.75,0,0,1.839519,0.024412908,0.0549,0,0.758716189,2.918831908,0.312137311,0.758716189,8,288
2205,2205,Ammonia,Electrolyser + SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2041,242.0001676,485.7745267,2212.75,0,0,1.3320945,0,-0.055449,0,0.50019516,2.2766455,0.636171714,0.50019516,4,885
2207,2207,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,decommission,Decommissioned,2041,125.6823032,249.4334608,302.75,0,0,1.839519,0,0.0522,0,0.948892803,2.891719,0.325817941,0.948892803,10,82
2208,2208,Ammonia,Electrolyser + SMR + ammonia synthesis,Russia,decommission,Decommissioned,2041,192.699847,385.6034106,2212.75,0,0,1.3320945,0,-0.052722,0,0.690371775,2.2793725,0.634795724,0.690371775,7,599
2210,2210,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,decommission,Decommissioned,2042,243.8420241,489.5169125,298,0,0,1.839519,0.017579251,0.03915,0,0.493090175,2.896248251,0.323532572,0.493090175,4,908
2211,2211,Ammonia,Electrolyser + SMR + ammonia synthesis,Africa,decommission,Decommissioned,2042,310.8595679,625.6868622,2208,0,0,1.3320945,0,-0.0395415,0,0.234569147,2.292553,0.628145108,0.234569147,1,1432
2213,2213,Ammonia,Natural Gas SMR + ammonia synthesis,China,decommission,Decommissioned,2042,179.8751268,359.5454351,298,0,0,1.839519,0.021713602,0.06075,0,0.739843296,2.921982602,0.310547534,0.739843296,7,334
2214,2214,Ammonia,Electrolyser + SMR + ammonia synthesis,China,decommission,Decommissioned,2042,246.8926706,495.7153848,2208,0,0,1.3320945,0,-0.0613575,0,0.481322268,2.270737,0.639153025,0.481322268,4,941
2216,2216,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,decommission,Decommissioned,2042,170.3325854,340.156372,298,0,0,1.839519,0,0.0513,0,0.776653771,2.890819,0.326272063,0.776653771,8,257
2217,2217,Ammonia,Electrolyser + SMR + ammonia synthesis,Europe,decommission,Decommissioned,2042,237.3501292,476.3263218,2208,0,0,1.3320945,0,-0.051813,0,0.518132743,2.2802815,0.634337061,0.518132743,4,852
2219,2219,Ammonia,Natural Gas SMR + ammonia synthesis,India,decommission,Decommissioned,2042,198.7008592,397.7965988,298,0,0,1.839519,0.017579251,0.0549,0,0.667222794,2.911998251,0.315585437,0.667222794,6,679
2220,2220,Ammonia,Electrolyser + SMR + ammonia synthesis,India,decommission,Decommissioned,2042,265.7184031,533.9665486,2208,0,0,1.3320945,0,-0.055449,0,0.408701765,2.2766455,0.636171714,0.408701765,3,1038
2222,2222,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2042,193.058412,386.3319627,298,0,0,1.839519,0.017579251,0.02565,0,0.688988606,2.882748251,0.330344402,0.688988606,7,609
2223,2223,Ammonia,Electrolyser + SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2042,260.0759559,522.5019125,2208,0,0,1.3320945,0,-0.0259065,0,0.430467577,2.306188,0.62126516,0.430467577,3,1008
2225,2225,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2042,128.2780092,254.7075597,298,0,0,1.839519,0.017579251,0.02385,0,0.938879834,2.880948251,0.331252646,0.938879834,10,109
2226,2226,Ammonia,Electrolyser + SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2042,195.295553,390.8775095,2208,0,0,1.3320945,0,-0.0240885,0,0.680358806,2.308006,0.620347834,0.680358806,7,643
2228,2228,Ammonia,Natural Gas SMR + ammonia synthesis,North America,decommission,Decommissioned,2042,118.9561624,235.7669162,298,0,0,1.839519,0.002197454,0.06885,0,0.974838977,2.910566454,0.316307893,0.974838977,11,18
2229,2229,Ammonia,Electrolyser + SMR + ammonia synthesis,North America,decommission,Decommissioned,2042,185.9737063,371.9368659,2208,0,0,1.3320945,0,-0.0695385,0,0.716317948,2.262556,0.643280993,0.716317948,7,465
2231,2231,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2042,123.6062823,245.2152868,298,0,0,1.839519,0.017579251,0.0549,0,0.95690108,2.911998251,0.315585437,0.95690108,10,53
2232,2232,Ammonia,Electrolyser + SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2042,190.6238261,381.3852365,2208,0,0,1.3320945,0,-0.055449,0,0.698380052,2.2766455,0.636171714,0.698380052,7,545
2234,2234,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2042,174.6032267,348.8336971,298,0,0,1.839519,0.021713602,0.0549,0,0.760179718,2.916132602,0.313499327,0.760179718,8,286
2235,2235,Ammonia,Electrolyser + SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2042,241.6207705,485.0036468,2208,0,0,1.3320945,0,-0.055449,0,0.501658689,2.2766455,0.636171714,0.501658689,4,883
2237,2237,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,decommission,Decommissioned,2042,125.5194103,249.102486,298,0,0,1.839519,0,0.0522,0,0.949521165,2.891719,0.325817941,0.949521165,10,80
2238,2238,Ammonia,Electrolyser + SMR + ammonia synthesis,Russia,decommission,Decommissioned,2042,192.5369541,385.2724357,2208,0,0,1.3320945,0,-0.052722,0,0.691000136,2.2793725,0.634795724,0.691000136,7,596
2240,2240,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,decommission,Decommissioned,2043,243.5260347,488.8748677,293.25,0,0,1.839519,0.015410685,0.03915,0,0.494309109,2.894079685,0.324626787,0.494309109,4,902
2241,2241,Ammonia,Electrolyser + SMR + ammonia synthesis,Africa,decommission,Decommissioned,2043,310.5435785,625.0448175,2203.25,0,0,1.3320945,0,-0.0395415,0,0.23578808,2.292553,0.628145108,0.23578808,1,1431
2243,2243,Ammonia,Natural Gas SMR + ammonia synthesis,China,decommission,Decommissioned,2043,179.5435465,358.8717119,293.25,0,0,1.839519,0.019014296,0.06075,0,0.741122371,2.919283296,0.31190955,0.741122371,7,332
2244,2244,Ammonia,Electrolyser + SMR + ammonia synthesis,China,decommission,Decommissioned,2043,246.5610903,495.0416616,2203.25,0,0,1.3320945,0,-0.0613575,0,0.482601343,2.270737,0.639153025,0.482601343,4,936
2246,2246,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,decommission,Decommissioned,2043,169.7534466,338.9796459,293.25,0,0,1.839519,0,0.0513,0,0.778887806,2.890819,0.326272063,0.778887806,8,256
2247,2247,Ammonia,Electrolyser + SMR + ammonia synthesis,Europe,decommission,Decommissioned,2043,236.7709905,475.1495957,2203.25,0,0,1.3320945,0,-0.051813,0,0.520366778,2.2802815,0.634337061,0.520366778,4,851
2249,2249,Ammonia,Natural Gas SMR + ammonia synthesis,India,decommission,Decommissioned,2043,198.3848698,397.1545541,293.25,0,0,1.839519,0.015410685,0.0549,0,0.668441727,2.909829685,0.316679652,0.668441727,6,677
2250,2250,Ammonia,Electrolyser + SMR + ammonia synthesis,India,decommission,Decommissioned,2043,265.4024137,533.3245038,2203.25,0,0,1.3320945,0,-0.055449,0,0.409920698,2.2766455,0.636171714,0.409920698,3,1036
2252,2252,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2043,192.7424226,385.689918,293.25,0,0,1.839519,0.015410685,0.02565,0,0.690207539,2.880579685,0.331438617,0.690207539,7,602
2253,2253,Ammonia,Electrolyser + SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2043,259.7599665,521.8598677,2203.25,0,0,1.3320945,0,-0.0259065,0,0.43168651,2.306188,0.62126516,0.43168651,3,1006
2255,2255,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2043,128.1418443,254.4308924,293.25,0,0,1.839519,0.015410685,0.02385,0,0.939405092,2.878779685,0.332346861,0.939405092,10,108
2256,2256,Ammonia,Electrolyser + SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2043,195.1593882,390.6008421,2203.25,0,0,1.3320945,0,-0.0240885,0,0.680884063,2.308006,0.620347834,0.680884063,7,641
2258,2258,Ammonia,Natural Gas SMR + ammonia synthesis,North America,decommission,Decommissioned,2043,118.8088255,235.4675489,293.25,0,0,1.839519,0.001961413,0.06885,0,0.975407331,2.910330413,0.316426995,0.975407331,11,16
2259,2259,Ammonia,Electrolyser + SMR + ammonia synthesis,North America,decommission,Decommissioned,2043,185.8263693,371.6374987,2203.25,0,0,1.3320945,0,-0.0695385,0,0.716886303,2.262556,0.643280993,0.716886303,7,462
2261,2261,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2043,123.4701174,244.9386194,293.25,0,0,1.839519,0.015410685,0.0549,0,0.957426338,2.909829685,0.316679652,0.957426338,10,51
2262,2262,Ammonia,Electrolyser + SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2043,190.4876612,381.1085692,2203.25,0,0,1.3320945,0,-0.055449,0,0.69890531,2.2766455,0.636171714,0.69890531,7,543
2264,2264,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2043,174.244239,348.1042861,293.25,0,0,1.839519,0.019014296,0.0549,0,0.761564518,2.913433296,0.314861342,0.761564518,8,281
2265,2265,Ammonia,Electrolyser + SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2043,241.2617829,484.2742358,2203.25,0,0,1.3320945,0,-0.055449,0,0.503043489,2.2766455,0.636171714,0.503043489,4,878
2267,2267,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,decommission,Decommissioned,2043,125.3555517,248.769549,293.25,0,0,1.839519,0,0.0522,0,0.950153251,2.891719,0.325817941,0.950153251,10,79
2268,2268,Ammonia,Electrolyser + SMR + ammonia synthesis,Russia,decommission,Decommissioned,2043,192.3730955,384.9394988,2203.25,0,0,1.3320945,0,-0.052722,0,0.691632223,2.2793725,0.634795724,0.691632223,7,592
2270,2270,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,decommission,Decommissioned,2044,243.228716,488.2707593,288.5,0,0,1.839519,0.01324212,0.03915,0,0.495456019,2.89191112,0.325721001,0.495456019,4,899
2271,2271,Ammonia,Electrolyser + SMR + ammonia synthesis,Africa,decommission,Decommissioned,2044,310.2462599,624.440709,2198.5,0,0,1.3320945,0,-0.0395415,0,0.23693499,2.292553,0.628145108,0.23693499,1,1430
2273,2273,Ammonia,Natural Gas SMR + ammonia synthesis,China,decommission,Decommissioned,2044,179.230831,358.2363193,288.5,0,0,1.839519,0.016314991,0.06075,0,0.742328675,2.916583991,0.313271565,0.742328675,7,328
2274,2274,Ammonia,Electrolyser + SMR + ammonia synthesis,China,decommission,Decommissioned,2044,246.2483749,494.406269,2198.5,0,0,1.3320945,0,-0.0613575,0,0.483807647,2.270737,0.639153025,0.483807647,4,931
2276,2276,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,decommission,Decommissioned,2044,169.2152425,337.8860929,288.5,0,0,1.839519,0,0.0513,0,0.780963936,2.890819,0.326272063,0.780963936,8,255
2277,2277,Ammonia,Electrolyser + SMR + ammonia synthesis,Europe,decommission,Decommissioned,2044,236.2327863,474.0560427,2198.5,0,0,1.3320945,0,-0.051813,0,0.522442907,2.2802815,0.634337061,0.522442907,4,848
2279,2279,Ammonia,Natural Gas SMR + ammonia synthesis,India,decommission,Decommissioned,2044,198.0875512,396.5504456,288.5,0,0,1.839519,0.01324212,0.0549,0,0.669588637,2.90766112,0.317773867,0.669588637,6,675
