,Unnamed: 0,product,technology_origin,region,switch_type,technology_destination,year,tco,lcox,switch_capex,salvage_value,marginal cost,delta_co2_scope1,delta_co2_scope2,delta_co2_scope3_upstream,delta_co2_scope3_downstream,tco_normalized,sum_emissions_delta,sum_emissions_delta_normalized,decommission_bau_score,decommission_bau_score_binned,rank
692,692,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2022,319.8047673,649.7970021,1419.867219,0,0,1.95228,0.089579946,0.19836,0,0.200062927,3.240219946,0.149971342,0.200062927,2,1489.5
693,693,Ammonia,Electrolyser + SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2022,319.8047673,649.7970021,1419.867219,0,0,1.4448555,0,0.1468035,0,0.200062927,2.591659,0.477222209,0.200062927,2,1489.5
695,695,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2022,319.8047673,649.7970021,1419.867219,0,0,1.95228,0.089579946,0.18444,0,0.200062927,3.226299946,0.156995095,0.200062927,2,1489.5
696,696,Ammonia,Electrolyser + SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2022,319.8047673,649.7970021,1419.867219,0,0,1.4448555,0,0.1365015,0,0.200062927,2.581357,0.482420392,0.200062927,2,1489.5
698,698,Ammonia,Natural Gas SMR + ammonia synthesis,North America,decommission,Decommissioned,2022,232.4343122,472.2728824,1419.867219,0,0,1.95228,0.044860203,0.53244,0,0.53709557,3.529580203,0.00396595,0.53709557,6,832.5
699,699,Ammonia,Electrolyser + SMR + ammonia synthesis,North America,decommission,Decommissioned,2022,232.4343122,472.2728824,1419.867219,0,0,1.4448555,0,0.3940515,0,0.53709557,2.838907,0.352465819,0.53709557,6,832.5
701,701,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2022,319.8047673,649.7970021,1419.867219,0,0,1.95228,0.089579946,0.42456,0,0.200062927,3.466419946,0.035835351,0.200062927,2,1489.5
702,702,Ammonia,Electrolyser + SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2022,319.8047673,649.7970021,1419.867219,0,0,1.4448555,0,0.314211,0,0.200062927,2.7590665,0.392751737,0.200062927,2,1489.5
704,704,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2022,285.1810048,579.4465277,1419.867219,0,0,1.95228,0.083864241,0.42456,0,0.333624531,3.460704241,0.038719382,0.333624531,3,1300.5
705,705,Ammonia,Electrolyser + SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2022,285.1810048,579.4465277,1419.867219,0,0,1.4448555,0,0.314211,0,0.333624531,2.7590665,0.392751737,0.333624531,3,1300.5
707,707,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,decommission,Decommissioned,2022,353.472673,718.2053138,1419.867219,0,0,1.95228,0.028804313,0.40368,0,0.070188552,3.384764313,0.077037149,0.070188552,1,1540.5
708,708,Ammonia,Electrolyser + SMR + ammonia synthesis,Russia,decommission,Decommissioned,2022,353.472673,718.2053138,1419.867219,0,0,1.4448555,0,0.298758,0,0.070188552,2.7436135,0.400549011,0.070188552,1,1540.5
710,710,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,decommission,Decommissioned,2023,312.5802268,635.1177814,1307.145432,0,0,1.95228,0.083832707,0.30276,0,0.227931684,3.338872707,0.100193134,0.227931684,2,1445.5
711,711,Ammonia,Electrolyser + SMR + ammonia synthesis,Africa,decommission,Decommissioned,2023,312.5802268,635.1177814,1307.145432,0,0,1.4448555,0,0.2240685,0,0.227931684,2.668924,0.438235837,0.227931684,2,1445.5
713,713,Ammonia,Natural Gas SMR + ammonia synthesis,China,decommission,Decommissioned,2023,265.9192625,540.3094551,992.3459557,0,0,1.95228,0.08014437,0.4698,0,0.407926947,3.50222437,0.017769156,0.407926947,4,1040.5
714,714,Ammonia,Electrolyser + SMR + ammonia synthesis,China,decommission,Decommissioned,2023,265.9192625,540.3094551,992.3459557,0,0,1.4448555,0,0.3476925,0,0.407926947,2.792548,0.375857642,0.407926947,4,1040.5
716,716,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,decommission,Decommissioned,2023,346.1675971,703.3624567,1307.145432,0,0,1.95228,0.026838534,0.39672,0,0.098367975,3.375838534,0.081540918,0.098367975,1,1536.5
717,717,Ammonia,Electrolyser + SMR + ammonia synthesis,Europe,decommission,Decommissioned,2023,346.1675971,703.3624567,1307.145432,0,0,1.4448555,0,0.293607,0,0.098367975,2.7384625,0.403148103,0.098367975,1,1536.5
719,719,Ammonia,Natural Gas SMR + ammonia synthesis,India,decommission,Decommissioned,2023,312.5802268,635.1177814,1307.145432,0,0,1.95228,0.083832707,0.42456,0,0.227931684,3.460672707,0.038735293,0.227931684,2,1445.5
720,720,Ammonia,Electrolyser + SMR + ammonia synthesis,India,decommission,Decommissioned,2023,312.5802268,635.1177814,1307.145432,0,0,1.4448555,0,0.314211,0,0.227931684,2.7590665,0.392751737,0.227931684,2,1445.5
722,722,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2023,312.5802268,635.1177814,1307.145432,0,0,1.95228,0.083832707,0.19836,0,0.227931684,3.234472707,0.152871284,0.227931684,2,1445.5
723,723,Ammonia,Electrolyser + SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2023,312.5802268,635.1177814,1307.145432,0,0,1.4448555,0,0.1468035,0,0.227931684,2.591659,0.477222209,0.227931684,2,1445.5
725,725,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2023,312.5802268,635.1177814,1307.145432,0,0,1.95228,0.083832707,0.18444,0,0.227931684,3.220552707,0.159895037,0.227931684,2,1445.5
726,726,Ammonia,Electrolyser + SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2023,312.5802268,635.1177814,1307.145432,0,0,1.4448555,0,0.1365015,0,0.227931684,2.581357,0.482420392,0.227931684,2,1445.5
728,728,Ammonia,Natural Gas SMR + ammonia synthesis,North America,decommission,Decommissioned,2023,225.4464384,458.0745342,1307.145432,0,0,1.95228,0.040930251,0.53244,0,0.564051382,3.525650251,0.005948925,0.564051382,6,804.5
729,729,Ammonia,Electrolyser + SMR + ammonia synthesis,North America,decommission,Decommissioned,2023,225.4464384,458.0745342,1307.145432,0,0,1.4448555,0,0.3940515,0,0.564051382,2.838907,0.352465819,0.564051382,6,804.5
731,731,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2023,312.5802268,635.1177814,1307.145432,0,0,1.95228,0.083832707,0.42456,0,0.227931684,3.460672707,0.038735293,0.227931684,2,1445.5
732,732,Ammonia,Electrolyser + SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2023,312.5802268,635.1177814,1307.145432,0,0,1.4448555,0,0.314211,0,0.227931684,2.7590665,0.392751737,0.227931684,2,1445.5
734,734,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2023,277.7649258,564.3781286,1307.145432,0,0,1.95228,0.08014437,0.42456,0,0.36223215,3.45698437,0.040596354,0.36223215,3,1256.5
735,735,Ammonia,Electrolyser + SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2023,277.7649258,564.3781286,1307.145432,0,0,1.4448555,0,0.314211,0,0.36223215,2.7590665,0.392751737,0.36223215,3,1256.5
737,737,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,decommission,Decommissioned,2023,346.1675971,703.3624567,1307.145432,0,0,1.95228,0.026838534,0.40368,0,0.098367975,3.382798534,0.078029041,0.098367975,1,1536.5
738,738,Ammonia,Electrolyser + SMR + ammonia synthesis,Russia,decommission,Decommissioned,2023,346.1675971,703.3624567,1307.145432,0,0,1.4448555,0,0.298758,0,0.098367975,2.7436135,0.400549011,0.098367975,1,1536.5
740,740,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,decommission,Decommissioned,2024,306.124305,622.0002827,1215.151162,0,0,1.95228,0.078085468,0.30276,0,0.252835484,3.333125468,0.103093076,0.252835484,2,1402.5
741,741,Ammonia,Electrolyser + SMR + ammonia synthesis,Africa,decommission,Decommissioned,2024,306.124305,622.0002827,1215.151162,0,0,1.4448555,0,0.2240685,0,0.252835484,2.668924,0.438235837,0.252835484,2,1402.5
743,743,Ammonia,Natural Gas SMR + ammonia synthesis,China,decommission,Decommissioned,2024,261.7891753,531.9177158,968.5494511,0,0,1.95228,0.076424499,0.4698,0,0.423858811,3.498504499,0.019646128,0.423858811,4,1014.5
744,744,Ammonia,Electrolyser + SMR + ammonia synthesis,China,decommission,Decommissioned,2024,261.7891753,531.9177158,968.5494511,0,0,1.4448555,0,0.3476925,0,0.423858811,2.792548,0.375857642,0.423858811,4,1014.5
746,746,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,decommission,Decommissioned,2024,339.8287145,690.4827648,1215.151162,0,0,1.95228,0.024872755,0.39672,0,0.122820295,3.373872755,0.082532811,0.122820295,1,1532.5
747,747,Ammonia,Electrolyser + SMR + ammonia synthesis,Europe,decommission,Decommissioned,2024,339.8287145,690.4827648,1215.151162,0,0,1.4448555,0,0.293607,0,0.122820295,2.7384625,0.403148103,0.122820295,1,1532.5
749,749,Ammonia,Natural Gas SMR + ammonia synthesis,India,decommission,Decommissioned,2024,306.124305,622.0002827,1215.151162,0,0,1.95228,0.078085468,0.42456,0,0.252835484,3.454925468,0.041635235,0.252835484,2,1402.5
750,750,Ammonia,Electrolyser + SMR + ammonia synthesis,India,decommission,Decommissioned,2024,306.124305,622.0002827,1215.151162,0,0,1.4448555,0,0.314211,0,0.252835484,2.7590665,0.392751737,0.252835484,2,1402.5
752,752,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2024,306.124305,622.0002827,1215.151162,0,0,1.95228,0.078085468,0.19836,0,0.252835484,3.228725468,0.155771225,0.252835484,2,1402.5
753,753,Ammonia,Electrolyser + SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2024,306.124305,622.0002827,1215.151162,0,0,1.4448555,0,0.1468035,0,0.252835484,2.591659,0.477222209,0.252835484,2,1402.5
755,755,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2024,306.124305,622.0002827,1215.151162,0,0,1.95228,0.078085468,0.18444,0,0.252835484,3.214805468,0.162794979,0.252835484,2,1402.5
756,756,Ammonia,Electrolyser + SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2024,306.124305,622.0002827,1215.151162,0,0,1.4448555,0,0.1365015,0,0.252835484,2.581357,0.482420392,0.252835484,2,1402.5
758,758,Ammonia,Natural Gas SMR + ammonia synthesis,North America,decommission,Decommissioned,2024,219.6759181,446.349672,1215.151162,0,0,1.95228,0.0370003,0.53244,0,0.586311237,3.5217203,0.0079319,0.586311237,6,766.5
759,759,Ammonia,Electrolyser + SMR + ammonia synthesis,North America,decommission,Decommissioned,2024,219.6759181,446.349672,1215.151162,0,0,1.4448555,0,0.3940515,0,0.586311237,2.838907,0.352465819,0.586311237,6,766.5
761,761,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2024,306.124305,622.0002827,1215.151162,0,0,1.95228,0.078085468,0.42456,0,0.252835484,3.454925468,0.041635235,0.252835484,2,1402.5
762,762,Ammonia,Electrolyser + SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2024,306.124305,622.0002827,1215.151162,0,0,1.4448555,0,0.314211,0,0.252835484,2.7590665,0.392751737,0.252835484,2,1402.5
764,764,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2024,271.0674803,550.7698887,1215.151162,0,0,1.95228,0.076424499,0.42456,0,0.388067632,3.453264499,0.042473326,0.388067632,4,1064.5
765,765,Ammonia,Electrolyser + SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2024,271.0674803,550.7698887,1215.151162,0,0,1.4448555,0,0.314211,0,0.388067632,2.7590665,0.392751737,0.388067632,4,1064.5
767,767,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,decommission,Decommissioned,2024,339.8287145,690.4827648,1215.151162,0,0,1.95228,0.024872755,0.40368,0,0.122820295,3.380832755,0.079020934,0.122820295,1,1532.5
768,768,Ammonia,Electrolyser + SMR + ammonia synthesis,Russia,decommission,Decommissioned,2024,339.8287145,690.4827648,1215.151162,0,0,1.4448555,0,0.298758,0,0.122820295,2.7436135,0.400549011,0.122820295,1,1532.5
770,770,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,decommission,Decommissioned,2025,300.2965527,610.1591334,1140.230711,0,0,1.95228,0.072338228,0.30276,0,0.275316113,3.327378228,0.105993018,0.275316113,2,1354.5
771,771,Ammonia,Electrolyser + SMR + ammonia synthesis,Africa,decommission,Decommissioned,2025,300.2965527,610.1591334,1140.230711,0,0,1.4448555,0,0.2240685,0,0.275316113,2.668924,0.438235837,0.275316113,2,1354.5
773,773,Ammonia,Natural Gas SMR + ammonia synthesis,China,decommission,Decommissioned,2025,257.7000932,523.6092927,947.6692989,0,0,1.95228,0.072704627,0.4698,0,0.439632498,3.494784627,0.021523101,0.439632498,4,993.5
774,774,Ammonia,Electrolyser + SMR + ammonia synthesis,China,decommission,Decommissioned,2025,257.7000932,523.6092927,947.6692989,0,0,1.4448555,0,0.3476925,0,0.439632498,2.792548,0.375857642,0.439632498,4,993.5
776,776,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,decommission,Decommissioned,2025,334.3247717,679.2995496,1140.230711,0,0,1.95228,0.022906976,0.39672,0,0.144051825,3.371906976,0.083524703,0.144051825,1,1518.5
777,777,Ammonia,Electrolyser + SMR + ammonia synthesis,Europe,decommission,Decommissioned,2025,334.3247717,679.2995496,1140.230711,0,0,1.4448555,0,0.293607,0,0.144051825,2.7384625,0.403148103,0.144051825,1,1518.5
779,779,Ammonia,Natural Gas SMR + ammonia synthesis,India,decommission,Decommissioned,2025,300.2965527,610.1591334,1140.230711,0,0,1.95228,0.072338228,0.42456,0,0.275316113,3.449178228,0.044535177,0.275316113,2,1354.5
780,780,Ammonia,Electrolyser + SMR + ammonia synthesis,India,decommission,Decommissioned,2025,300.2965527,610.1591334,1140.230711,0,0,1.4448555,0,0.314211,0,0.275316113,2.7590665,0.392751737,0.275316113,2,1354.5
782,782,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2025,300.2965527,610.1591334,1140.230711,0,0,1.95228,0.072338228,0.19836,0,0.275316113,3.222978228,0.158671168,0.275316113,2,1354.5
783,783,Ammonia,Electrolyser + SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2025,300.2965527,610.1591334,1140.230711,0,0,1.4448555,0,0.1468035,0,0.275316113,2.591659,0.477222209,0.275316113,2,1354.5
785,785,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2025,300.2965527,610.1591334,1140.230711,0,0,1.95228,0.072338228,0.18444,0,0.275316113,3.209058228,0.165694921,0.275316113,2,1354.5
786,786,Ammonia,Electrolyser + SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2025,300.2965527,610.1591334,1140.230711,0,0,1.4448555,0,0.1365015,0,0.275316113,2.581357,0.482420392,0.275316113,2,1354.5
788,788,Ammonia,Natural Gas SMR + ammonia synthesis,North America,decommission,Decommissioned,2025,215.0023366,436.853631,1140.230711,0,0,1.95228,0.033070348,0.53244,0,0.604339637,3.517790348,0.009914875,0.604339637,6,764.5
789,789,Ammonia,Electrolyser + SMR + ammonia synthesis,North America,decommission,Decommissioned,2025,215.0023366,436.853631,1140.230711,0,0,1.4448555,0,0.3940515,0,0.604339637,2.838907,0.352465819,0.604339637,6,764.5
791,791,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2025,300.2965527,610.1591334,1140.230711,0,0,1.95228,0.072338228,0.42456,0,0.275316113,3.449178228,0.044535177,0.275316113,2,1354.5
792,792,Ammonia,Electrolyser + SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2025,300.2965527,610.1591334,1140.230711,0,0,1.4448555,0,0.314211,0,0.275316113,2.7590665,0.392751737,0.275316113,2,1354.5
794,794,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2025,264.945519,538.3309493,1140.230711,0,0,1.95228,0.072704627,0.42456,0,0.411683175,3.449544627,0.044350299,0.411683175,4,1032.5
795,795,Ammonia,Electrolyser + SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2025,264.945519,538.3309493,1140.230711,0,0,1.4448555,0,0.314211,0,0.411683175,2.7590665,0.392751737,0.411683175,4,1032.5
797,797,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,decommission,Decommissioned,2025,334.3247717,679.2995496,1140.230711,0,0,1.95228,0.022906976,0.40368,0,0.144051825,3.378866976,0.080012827,0.144051825,1,1518.5
798,798,Ammonia,Electrolyser + SMR + ammonia synthesis,Russia,decommission,Decommissioned,2025,334.3247717,679.2995496,1140.230711,0,0,1.4448555,0,0.298758,0,0.144051825,2.7436135,0.400549011,0.144051825,1,1518.5
800,800,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,decommission,Decommissioned,2026,294.9811577,599.3590201,1079.379908,0,0,1.95228,0.066590989,0.30276,0,0.295820317,3.321630989,0.10889296,0.295820317,2,1328.5
801,801,Ammonia,Electrolyser + SMR + ammonia synthesis,Africa,decommission,Decommissioned,2026,294.9811577,599.3590201,1079.379908,0,0,1.4448555,0,0.2240685,0,0.295820317,2.668924,0.438235837,0.295820317,2,1328.5
803,803,Ammonia,Natural Gas SMR + ammonia synthesis,China,decommission,Decommissioned,2026,253.6366314,515.3529265,929.4244559,0,0,1.95228,0.068984756,0.4698,0,0.455307353,3.491064756,0.023400074,0.455307353,4,985.5
804,804,Ammonia,Electrolyser + SMR + ammonia synthesis,China,decommission,Decommissioned,2026,253.6366314,515.3529265,929.4244559,0,0,1.4448555,0,0.3476925,0,0.455307353,2.792548,0.375857642,0.455307353,4,985.5
806,806,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,decommission,Decommissioned,2026,329.5497038,669.5973026,1079.379908,0,0,1.95228,0.021350119,0.39672,0,0.16247171,3.370350119,0.084310262,0.16247171,1,1514.5
807,807,Ammonia,Electrolyser + SMR + ammonia synthesis,Europe,decommission,Decommissioned,2026,329.5497038,669.5973026,1079.379908,0,0,1.4448555,0,0.293607,0,0.16247171,2.7384625,0.403148103,0.16247171,1,1514.5
809,809,Ammonia,Natural Gas SMR + ammonia synthesis,India,decommission,Decommissioned,2026,294.9811577,599.3590201,1079.379908,0,0,1.95228,0.066590989,0.42456,0,0.295820317,3.443430989,0.047435119,0.295820317,2,1328.5
810,810,Ammonia,Electrolyser + SMR + ammonia synthesis,India,decommission,Decommissioned,2026,294.9811577,599.3590201,1079.379908,0,0,1.4448555,0,0.314211,0,0.295820317,2.7590665,0.392751737,0.295820317,2,1328.5
812,812,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2026,294.9811577,599.3590201,1079.379908,0,0,1.95228,0.066590989,0.19836,0,0.295820317,3.217230989,0.161571109,0.295820317,2,1328.5
813,813,Ammonia,Electrolyser + SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2026,294.9811577,599.3590201,1079.379908,0,0,1.4448555,0,0.1468035,0,0.295820317,2.591659,0.477222209,0.295820317,2,1328.5
815,815,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2026,294.9811577,599.3590201,1079.379908,0,0,1.95228,0.066590989,0.18444,0,0.295820317,3.203310989,0.168594863,0.295820317,2,1328.5
816,816,Ammonia,Electrolyser + SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2026,294.9811577,599.3590201,1079.379908,0,0,1.4448555,0,0.1365015,0,0.295820317,2.581357,0.482420392,0.295820317,2,1328.5
818,818,Ammonia,Natural Gas SMR + ammonia synthesis,North America,decommission,Decommissioned,2026,211.3311191,429.3942483,1079.379908,0,0,1.95228,0.029162129,0.53244,0,0.618501406,3.513882129,0.011886884,0.618501406,6,762.5
819,819,Ammonia,Electrolyser + SMR + ammonia synthesis,North America,decommission,Decommissioned,2026,211.3311191,429.3942483,1079.379908,0,0,1.4448555,0,0.3940515,0,0.618501406,2.838907,0.352465819,0.618501406,6,762.5
821,821,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2026,294.9811577,599.3590201,1079.379908,0,0,1.95228,0.066590989,0.42456,0,0.295820317,3.443430989,0.047435119,0.295820317,2,1328.5
822,822,Ammonia,Electrolyser + SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2026,294.9811577,599.3590201,1079.379908,0,0,1.4448555,0,0.314211,0,0.295820317,2.7590665,0.392751737,0.295820317,2,1328.5
824,824,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2026,259.2803676,526.8201816,1079.379908,0,0,1.95228,0.068984756,0.42456,0,0.433536569,3.445824756,0.046227272,0.433536569,4,1003.5
